dis: 3.239, predict: 0, model: efficientnet_b3
dis: 1.374, predict: 5, model: efficientnet_b3
dis: 0.540, predict: 5, model: resnet50
dis: 3.872, predict: 6, model: resnet50
dis: 2.682, predict: 7, model: efficientnet_b3
dis: 6.341, predict: 4, model: efficientnet_b3
dis: 10.335, predict: 6, model: efficientnet_b3
dis: 1.972, predict: 3, model: efficientnet_b3
dis: 3.329, predict: 3, model: efficientnet_b3
dis: 4.634, predict: 8, model: resnet50
dis: 1.033, predict: 5, model: resnet50
dis: 4.898, predict: 3, model: efficientnet_b3
dis: 3.152, predict: 5, model: resnet50
dis: 3.193, predict: 1, model: resnet50
dis: 4.542, predict: 3, model: efficientnet_b3
dis: 3.943, predict: 3, model: efficientnet_b3
dis: 3.390, predict: 7, model: efficientnet_b3
dis: 1.518, predict: 3, model: resnet50
dis: 5.133, predict: 7, model: resnet50
dis: 9.727, predict: 3, model: efficientnet_b3
dis: 4.348, predict: 3, model: resnet50
dis: 1.512, predict: 0, model: resnet50
dis: 1.689, predict: 3, model: efficientnet_b3
dis: 6.299, predict: 2, model: efficientnet_b3
dis: 5.951, predict: 0, model: resnet50
dis: 2.334, predict: 7, model: efficientnet_b3
dis: 1.591, predict: 2, model: resnet50
dis: 2.510, predict: 3, model: resnet50
dis: 1.518, predict: 3, model: efficientnet_b3
dis: 1.637, predict: 9, model: efficientnet_b3
dis: 1.541, predict: 9, model: efficientnet_b3
dis: 3.734, predict: 8, model: efficientnet_b3
dis: 5.763, predict: 5, model: efficientnet_b3
dis: 4.619, predict: 1, model: resnet50
dis: 6.817, predict: 4, model: resnet50
dis: 1.632, predict: 4, model: resnet50
dis: 1.334, predict: 5, model: efficientnet_b3
dis: 0.688, predict: 3, model: resnet50
dis: 3.351, predict: 4, model: resnet50
dis: 4.801, predict: 1, model: efficientnet_b3
dis: 4.406, predict: 3, model: efficientnet_b3
dis: 6.701, predict: 8, model: resnet50
dis: 1.044, predict: 7, model: resnet50
dis: 8.357, predict: 2, model: efficientnet_b3
dis: 2.992, predict: 5, model: efficientnet_b3
dis: 3.561, predict: 4, model: efficientnet_b3
dis: 4.497, predict: 4, model: resnet50
dis: 1.350, predict: 5, model: resnet50
dis: 2.975, predict: 8, model: efficientnet_b3
dis: 2.766, predict: 3, model: resnet50
dis: 2.902, predict: 0, model: resnet50
dis: 2.492, predict: 5, model: resnet50
dis: 2.212, predict: 5, model: efficientnet_b3
dis: 0.524, predict: 1, model: resnet50
dis: 1.507, predict: 5, model: resnet50
dis: 5.232, predict: 7, model: resnet50
dis: 5.189, predict: 0, model: resnet50
dis: 1.939, predict: 3, model: resnet50
dis: 4.394, predict: 3, model: efficientnet_b3
dis: 2.460, predict: 4, model: resnet50
dis: 1.906, predict: 7, model: efficientnet_b3
dis: 5.505, predict: 5, model: resnet50
dis: 4.316, predict: 3, model: efficientnet_b3
dis: 6.135, predict: 5, model: resnet50
dis: 1.868, predict: 3, model: efficientnet_b3
dis: 3.685, predict: 0, model: resnet50
dis: 7.364, predict: 0, model: efficientnet_b3
dis: 4.977, predict: 5, model: efficientnet_b3
dis: 3.543, predict: 4, model: resnet50
dis: 4.123, predict: 3, model: efficientnet_b3
dis: 6.126, predict: 3, model: resnet50
dis: 6.059, predict: 3, model: resnet50
dis: 2.175, predict: 4, model: resnet50
dis: 8.632, predict: 3, model: efficientnet_b3
dis: 2.789, predict: 2, model: resnet50
dis: 3.940, predict: 1, model: resnet50
dis: 4.119, predict: 3, model: resnet50
dis: 1.423, predict: 5, model: resnet50
dis: 4.168, predict: 6, model: efficientnet_b3
dis: 7.383, predict: 3, model: resnet50
dis: 4.711, predict: 4, model: resnet50
dis: 3.102, predict: 2, model: resnet50
dis: 2.112, predict: 4, model: resnet50
dis: 5.124, predict: 4, model: resnet50
dis: 4.319, predict: 5, model: resnet50
dis: 2.111, predict: 9, model: efficientnet_b3
dis: 3.697, predict: 3, model: efficientnet_b3
dis: 1.026, predict: 3, model: efficientnet_b3
dis: 3.446, predict: 5, model: resnet50
dis: 7.226, predict: 6, model: efficientnet_b3
dis: 4.266, predict: 2, model: resnet50
dis: 1.520, predict: 7, model: efficientnet_b3
dis: 6.979, predict: 4, model: resnet50
dis: 2.537, predict: 5, model: resnet50
dis: 8.330, predict: 5, model: resnet50
dis: 2.997, predict: 4, model: efficientnet_b3
dis: 3.019, predict: 4, model: resnet50
dis: 5.231, predict: 3, model: efficientnet_b3
dis: 5.978, predict: 3, model: efficientnet_b3
dis: 4.620, predict: 3, model: efficientnet_b3
dis: 3.984, predict: 1, model: efficientnet_b3
dis: 4.905, predict: 3, model: resnet50
dis: 3.416, predict: 3, model: efficientnet_b3
dis: 7.884, predict: 3, model: efficientnet_b3
dis: 3.954, predict: 5, model: efficientnet_b3
dis: 3.289, predict: 3, model: efficientnet_b3
dis: 2.206, predict: 0, model: efficientnet_b3
dis: 1.787, predict: 3, model: resnet50
dis: 3.039, predict: 7, model: efficientnet_b3
dis: 4.692, predict: 5, model: resnet50
dis: 0.726, predict: 3, model: resnet50
dis: 2.675, predict: 2, model: resnet50
dis: 2.252, predict: 7, model: efficientnet_b3
dis: 5.041, predict: 0, model: resnet50
dis: 2.833, predict: 4, model: efficientnet_b3
dis: 4.314, predict: 3, model: efficientnet_b3
dis: 2.777, predict: 3, model: efficientnet_b3
dis: 4.255, predict: 2, model: resnet50
dis: 8.008, predict: 8, model: efficientnet_b3
dis: 2.651, predict: 2, model: efficientnet_b3
dis: 1.130, predict: 7, model: resnet50
dis: 2.648, predict: 0, model: resnet50
dis: 3.450, predict: 3, model: resnet50
dis: 2.168, predict: 2, model: resnet50
dis: 2.645, predict: 7, model: efficientnet_b3
dis: 5.633, predict: 3, model: efficientnet_b3
dis: 1.222, predict: 5, model: efficientnet_b3
dis: 4.598, predict: 3, model: resnet50
dis: 6.391, predict: 0, model: efficientnet_b3
dis: 6.198, predict: 3, model: resnet50
dis: 1.477, predict: 3, model: efficientnet_b3
dis: 3.170, predict: 3, model: efficientnet_b3
dis: 3.403, predict: 1, model: resnet50
dis: 2.382, predict: 1, model: resnet50
dis: 2.026, predict: 5, model: resnet50
dis: 1.275, predict: 2, model: efficientnet_b3
dis: 4.410, predict: 1, model: efficientnet_b3
dis: 2.917, predict: 8, model: efficientnet_b3
dis: 5.880, predict: 7, model: efficientnet_b3
dis: 6.541, predict: 0, model: resnet50
dis: 2.311, predict: 3, model: efficientnet_b3
dis: 3.532, predict: 5, model: efficientnet_b3
dis: 1.327, predict: 3, model: efficientnet_b3
dis: 6.400, predict: 9, model: efficientnet_b3
dis: 3.196, predict: 6, model: efficientnet_b3
dis: 5.021, predict: 5, model: resnet50
dis: 8.408, predict: 4, model: efficientnet_b3
dis: 1.918, predict: 5, model: efficientnet_b3
dis: 5.935, predict: 3, model: efficientnet_b3
dis: 10.272, predict: 0, model: efficientnet_b3
dis: 3.957, predict: 5, model: resnet50
dis: 8.342, predict: 8, model: resnet50
dis: 0.584, predict: 3, model: resnet50
dis: 8.381, predict: 6, model: efficientnet_b3
dis: 3.905, predict: 4, model: resnet50
dis: 2.784, predict: 1, model: efficientnet_b3
dis: 6.705, predict: 6, model: efficientnet_b3
dis: 5.218, predict: 3, model: efficientnet_b3
dis: 4.716, predict: 8, model: resnet50
dis: 4.292, predict: 0, model: efficientnet_b3
dis: 11.842, predict: 3, model: efficientnet_b3
dis: 6.249, predict: 5, model: efficientnet_b3
dis: 7.152, predict: 5, model: resnet50
dis: 7.371, predict: 5, model: efficientnet_b3
dis: 1.755, predict: 9, model: efficientnet_b3
dis: 6.204, predict: 5, model: resnet50
dis: 3.753, predict: 1, model: resnet50
dis: 3.007, predict: 1, model: efficientnet_b3
dis: 4.303, predict: 9, model: efficientnet_b3
dis: 7.115, predict: 5, model: resnet50
dis: 1.594, predict: 4, model: efficientnet_b3
dis: 4.905, predict: 5, model: resnet50
dis: 6.861, predict: 7, model: resnet50
dis: 5.554, predict: 9, model: efficientnet_b3
dis: 1.262, predict: 4, model: efficientnet_b3
dis: 0.467, predict: 9, model: efficientnet_b3
dis: 2.882, predict: 5, model: resnet50
dis: 2.980, predict: 7, model: resnet50
dis: 2.238, predict: 2, model: efficientnet_b3
dis: 7.634, predict: 3, model: efficientnet_b3
dis: 1.585, predict: 2, model: resnet50
dis: 2.408, predict: 5, model: efficientnet_b3
dis: 1.874, predict: 6, model: efficientnet_b3
dis: 5.097, predict: 4, model: efficientnet_b3
dis: 5.234, predict: 9, model: efficientnet_b3
dis: 6.541, predict: 3, model: efficientnet_b3
dis: 9.672, predict: 0, model: efficientnet_b3
dis: 5.908, predict: 8, model: efficientnet_b3
dis: 0.741, predict: 2, model: resnet50
dis: 3.676, predict: 6, model: efficientnet_b3
dis: 5.345, predict: 2, model: resnet50
dis: 4.369, predict: 1, model: resnet50
dis: 10.736, predict: 4, model: efficientnet_b3
dis: 0.388, predict: 4, model: efficientnet_b3
dis: 5.119, predict: 0, model: resnet50
dis: 8.569, predict: 0, model: resnet50
dis: 1.977, predict: 6, model: efficientnet_b3
dis: 5.511, predict: 2, model: resnet50
dis: 4.981, predict: 5, model: resnet50
dis: 8.595, predict: 9, model: efficientnet_b3
dis: 3.927, predict: 3, model: efficientnet_b3
dis: 1.561, predict: 5, model: efficientnet_b3
dis: 0.158, predict: 5, model: efficientnet_b3
dis: 4.495, predict: 8, model: resnet50
dis: 5.038, predict: 5, model: resnet50
dis: 6.053, predict: 3, model: resnet50
dis: 1.576, predict: 8, model: resnet50
dis: 6.855, predict: 5, model: resnet50
dis: 2.224, predict: 8, model: resnet50
dis: 3.715, predict: 3, model: efficientnet_b3
dis: 4.351, predict: 5, model: efficientnet_b3
dis: 4.607, predict: 4, model: resnet50
dis: 8.100, predict: 9, model: efficientnet_b3
dis: 3.151, predict: 3, model: efficientnet_b3
dis: 8.849, predict: 5, model: efficientnet_b3
dis: 2.824, predict: 2, model: efficientnet_b3
dis: 1.844, predict: 3, model: resnet50
dis: 1.193, predict: 1, model: efficientnet_b3
dis: 3.467, predict: 2, model: resnet50
dis: 2.358, predict: 3, model: resnet50
dis: 1.906, predict: 0, model: resnet50
dis: 1.776, predict: 1, model: efficientnet_b3
dis: 3.279, predict: 2, model: efficientnet_b3
dis: 7.552, predict: 4, model: efficientnet_b3
dis: 3.805, predict: 7, model: resnet50
dis: 2.036, predict: 6, model: efficientnet_b3
dis: 2.806, predict: 3, model: resnet50
dis: 0.610, predict: 1, model: resnet50
dis: 2.921, predict: 4, model: efficientnet_b3
dis: 0.503, predict: 8, model: resnet50
dis: 2.235, predict: 4, model: efficientnet_b3
dis: 1.665, predict: 3, model: efficientnet_b3
hard voting:97.750, soft voting:97.810
