dis: 0.898, predict: 0, model: resnet101
dis: 8.275, predict: 9, model: resnet101
dis: 3.948, predict: 0, model: resnet101
dis: 2.608, predict: 6, model: resnet101
dis: 2.061, predict: 2, model: resnet101
dis: 2.362, predict: 3, model: resnet101
dis: 3.261, predict: 9, model: resnet101
dis: 2.787, predict: 7, model: resnet101
dis: 0.447, predict: 5, model: resnet101
dis: 2.624, predict: 5, model: resnet50
dis: 3.355, predict: 5, model: resnet50
dis: 2.960, predict: 7, model: resnet101
dis: 2.240, predict: 4, model: resnet50
dis: 3.859, predict: 4, model: resnet101
dis: 1.555, predict: 2, model: resnet101
dis: 1.437, predict: 3, model: resnet50
dis: 1.830, predict: 3, model: resnet101
dis: 3.899, predict: 3, model: resnet101
dis: 4.979, predict: 4, model: resnet101
dis: 4.355, predict: 2, model: resnet101
dis: 1.668, predict: 3, model: resnet101
dis: 5.288, predict: 3, model: resnet101
dis: 0.333, predict: 3, model: resnet101
dis: 1.626, predict: 2, model: resnet50
dis: 1.976, predict: 3, model: resnet101
dis: 0.691, predict: 2, model: resnet50
dis: 2.167, predict: 6, model: resnet101
dis: 7.494, predict: 1, model: resnet50
dis: 7.472, predict: 3, model: resnet101
dis: 1.716, predict: 9, model: resnet101
dis: 3.662, predict: 2, model: resnet101
dis: 8.109, predict: 5, model: resnet50
dis: 3.668, predict: 3, model: resnet50
dis: 1.263, predict: 0, model: resnet50
dis: 1.995, predict: 9, model: resnet101
dis: 3.044, predict: 0, model: resnet50
dis: 6.245, predict: 5, model: resnet101
dis: 1.632, predict: 4, model: resnet50
dis: 0.908, predict: 5, model: resnet101
dis: 3.351, predict: 4, model: resnet50
dis: 4.256, predict: 8, model: resnet50
dis: 2.049, predict: 1, model: resnet101
dis: 3.879, predict: 3, model: resnet101
dis: 5.654, predict: 3, model: resnet101
dis: 2.283, predict: 9, model: resnet101
dis: 5.979, predict: 2, model: resnet101
dis: 0.548, predict: 2, model: resnet50
dis: 7.053, predict: 2, model: resnet50
dis: 4.545, predict: 3, model: resnet101
dis: 2.704, predict: 8, model: resnet101
dis: 4.458, predict: 9, model: resnet101
dis: 3.450, predict: 3, model: resnet101
dis: 1.234, predict: 3, model: resnet101
dis: 2.902, predict: 0, model: resnet50
dis: 1.413, predict: 3, model: resnet101
dis: 4.491, predict: 4, model: resnet101
dis: 2.355, predict: 9, model: resnet101
dis: 2.230, predict: 4, model: resnet101
dis: 5.533, predict: 2, model: resnet50
dis: 5.232, predict: 7, model: resnet50
dis: 0.938, predict: 3, model: resnet101
dis: 3.449, predict: 4, model: resnet101
dis: 3.653, predict: 7, model: resnet50
dis: 0.900, predict: 5, model: resnet101
dis: 9.841, predict: 0, model: resnet50
dis: 1.202, predict: 4, model: resnet101
dis: 5.505, predict: 5, model: resnet50
dis: 3.180, predict: 3, model: resnet101
dis: 0.768, predict: 8, model: resnet50
dis: 1.321, predict: 5, model: resnet101
dis: 3.762, predict: 4, model: resnet50
dis: 2.582, predict: 3, model: resnet101
dis: 1.670, predict: 3, model: resnet101
dis: 6.126, predict: 3, model: resnet50
dis: 5.465, predict: 3, model: resnet101
dis: 2.789, predict: 2, model: resnet50
dis: 2.732, predict: 3, model: resnet101
dis: 6.229, predict: 6, model: resnet101
dis: 3.246, predict: 3, model: resnet50
dis: 2.051, predict: 5, model: resnet50
dis: 6.876, predict: 0, model: resnet101
dis: 1.363, predict: 7, model: resnet101
dis: 6.115, predict: 2, model: resnet101
dis: 5.124, predict: 4, model: resnet50
dis: 4.289, predict: 0, model: resnet101
dis: 4.314, predict: 8, model: resnet50
dis: 5.272, predict: 3, model: resnet101
dis: 5.127, predict: 3, model: resnet101
dis: 1.304, predict: 1, model: resnet101
dis: 1.112, predict: 8, model: resnet50
dis: 2.225, predict: 3, model: resnet50
dis: 4.625, predict: 3, model: resnet50
dis: 5.728, predict: 6, model: resnet101
dis: 3.001, predict: 9, model: resnet101
dis: 2.686, predict: 1, model: resnet50
dis: 4.266, predict: 2, model: resnet50
dis: 0.752, predict: 3, model: resnet101
dis: 10.076, predict: 4, model: resnet101
dis: 2.947, predict: 5, model: resnet50
dis: 3.019, predict: 4, model: resnet50
dis: 5.425, predict: 3, model: resnet101
dis: 10.450, predict: 3, model: resnet101
dis: 6.850, predict: 3, model: resnet101
dis: 1.783, predict: 5, model: resnet101
dis: 7.026, predict: 8, model: resnet50
dis: 2.261, predict: 8, model: resnet50
dis: 1.059, predict: 4, model: resnet101
dis: 1.769, predict: 9, model: resnet101
dis: 1.705, predict: 3, model: resnet101
dis: 10.501, predict: 3, model: resnet101
dis: 7.120, predict: 3, model: resnet101
dis: 4.512, predict: 3, model: resnet101
dis: 9.074, predict: 0, model: resnet101
dis: 1.395, predict: 5, model: resnet101
dis: 6.190, predict: 3, model: resnet101
dis: 3.318, predict: 3, model: resnet101
dis: 5.017, predict: 5, model: resnet101
dis: 3.325, predict: 0, model: resnet101
dis: 3.835, predict: 7, model: resnet101
dis: 2.465, predict: 2, model: resnet101
dis: 3.277, predict: 3, model: resnet101
dis: 2.829, predict: 5, model: resnet101
dis: 3.116, predict: 3, model: resnet101
dis: 3.678, predict: 5, model: resnet50
dis: 5.546, predict: 8, model: resnet101
dis: 4.812, predict: 2, model: resnet101
dis: 1.943, predict: 2, model: resnet101
dis: 2.648, predict: 0, model: resnet50
dis: 0.946, predict: 9, model: resnet101
dis: 2.837, predict: 0, model: resnet101
dis: 1.449, predict: 9, model: resnet50
dis: 7.480, predict: 7, model: resnet101
dis: 3.162, predict: 3, model: resnet101
dis: 1.044, predict: 5, model: resnet101
dis: 5.558, predict: 8, model: resnet50
dis: 2.390, predict: 0, model: resnet101
dis: 4.491, predict: 3, model: resnet101
dis: 1.213, predict: 3, model: resnet101
dis: 2.716, predict: 3, model: resnet101
dis: 2.591, predict: 3, model: resnet101
dis: 3.418, predict: 2, model: resnet101
dis: 8.838, predict: 1, model: resnet101
dis: 3.431, predict: 8, model: resnet101
dis: 2.031, predict: 3, model: resnet101
dis: 8.093, predict: 9, model: resnet101
dis: 1.946, predict: 6, model: resnet101
dis: 2.221, predict: 4, model: resnet101
dis: 1.806, predict: 2, model: resnet50
dis: 2.852, predict: 9, model: resnet50
dis: 4.839, predict: 3, model: resnet101
dis: 3.327, predict: 0, model: resnet101
dis: 3.957, predict: 5, model: resnet50
dis: 7.389, predict: 6, model: resnet101
dis: 0.739, predict: 2, model: resnet50
dis: 2.437, predict: 9, model: resnet50
dis: 2.423, predict: 2, model: resnet101
dis: 0.935, predict: 1, model: resnet50
dis: 0.756, predict: 3, model: resnet50
dis: 6.294, predict: 3, model: resnet101
dis: 4.289, predict: 5, model: resnet50
dis: 1.495, predict: 4, model: resnet50
dis: 4.096, predict: 3, model: resnet50
dis: 0.137, predict: 2, model: resnet101
dis: 7.485, predict: 3, model: resnet101
dis: 1.208, predict: 3, model: resnet50
dis: 1.959, predict: 5, model: resnet101
dis: 6.204, predict: 5, model: resnet50
dis: 3.753, predict: 1, model: resnet50
dis: 4.779, predict: 5, model: resnet50
dis: 2.904, predict: 3, model: resnet50
dis: 4.272, predict: 9, model: resnet101
dis: 9.994, predict: 5, model: resnet50
dis: 0.847, predict: 3, model: resnet50
dis: 4.905, predict: 5, model: resnet50
dis: 5.451, predict: 9, model: resnet101
dis: 6.416, predict: 9, model: resnet101
dis: 3.611, predict: 5, model: resnet101
dis: 3.024, predict: 8, model: resnet50
dis: 2.980, predict: 7, model: resnet50
dis: 3.926, predict: 2, model: resnet101
dis: 2.891, predict: 3, model: resnet101
dis: 3.112, predict: 3, model: resnet101
dis: 5.374, predict: 5, model: resnet50
dis: 0.881, predict: 3, model: resnet50
dis: 2.783, predict: 5, model: resnet50
dis: 3.582, predict: 9, model: resnet101
dis: 4.109, predict: 3, model: resnet101
dis: 4.228, predict: 0, model: resnet101
dis: 9.407, predict: 5, model: resnet50
dis: 1.356, predict: 0, model: resnet101
dis: 4.421, predict: 8, model: resnet101
dis: 0.842, predict: 3, model: resnet101
dis: 1.425, predict: 6, model: resnet101
dis: 2.179, predict: 4, model: resnet101
dis: 5.498, predict: 0, model: resnet50
dis: 6.205, predict: 4, model: resnet101
dis: 4.841, predict: 6, model: resnet50
dis: 2.170, predict: 9, model: resnet101
dis: 0.990, predict: 4, model: resnet50
dis: 3.023, predict: 7, model: resnet50
dis: 4.981, predict: 5, model: resnet50
dis: 6.868, predict: 9, model: resnet101
dis: 2.456, predict: 6, model: resnet101
dis: 1.981, predict: 3, model: resnet101
dis: 0.380, predict: 5, model: resnet101
dis: 7.730, predict: 7, model: resnet50
dis: 4.755, predict: 7, model: resnet50
dis: 1.576, predict: 8, model: resnet50
dis: 3.908, predict: 3, model: resnet101
dis: 3.358, predict: 5, model: resnet101
dis: 8.551, predict: 9, model: resnet101
dis: 3.326, predict: 5, model: resnet50
dis: 0.780, predict: 5, model: resnet50
dis: 2.002, predict: 2, model: resnet101
dis: 2.032, predict: 8, model: resnet50
dis: 3.664, predict: 9, model: resnet101
dis: 2.841, predict: 5, model: resnet50
dis: 4.245, predict: 4, model: resnet101
dis: 0.459, predict: 3, model: resnet101
dis: 1.906, predict: 0, model: resnet50
dis: 1.693, predict: 3, model: resnet101
dis: 3.145, predict: 2, model: resnet101
dis: 0.837, predict: 3, model: resnet50
dis: 5.576, predict: 4, model: resnet101
dis: 3.805, predict: 7, model: resnet50
dis: 7.883, predict: 6, model: resnet101
dis: 1.556, predict: 0, model: resnet101
dis: 5.167, predict: 8, model: resnet50
dis: 1.202, predict: 7, model: resnet50
dis: 4.578, predict: 3, model: resnet101
dis: 1.003, predict: 5, model: resnet50
hard voting:97.680, soft voting:97.710
