dis: 5.191, predict: 9, model: efficientnet_b3
dis: 1.518, predict: 3, model: efficientnet_b3
dis: 1.637, predict: 9, model: efficientnet_b3
dis: 0.755, predict: 6, model: efficientnet_b3
dis: 12.448, predict: 4, model: resnet152
dis: 6.769, predict: 3, model: resnet152
dis: 7.270, predict: 5, model: efficientnet_b3
dis: 7.170, predict: 8, model: resnet152
dis: 2.992, predict: 5, model: efficientnet_b3
dis: 3.561, predict: 4, model: efficientnet_b3
dis: 1.922, predict: 4, model: resnet152
dis: 10.821, predict: 3, model: resnet152
dis: 6.560, predict: 3, model: resnet152
dis: 3.272, predict: 3, model: resnet152
dis: 1.186, predict: 3, model: resnet152
dis: 5.385, predict: 3, model: resnet152
dis: 0.414, predict: 2, model: resnet152
dis: 1.515, predict: 5, model: resnet152
dis: 4.295, predict: 7, model: resnet152
dis: 4.714, predict: 6, model: efficientnet_b3
dis: 0.898, predict: 3, model: resnet152
dis: 3.454, predict: 4, model: resnet152
dis: 11.509, predict: 4, model: resnet152
dis: 4.542, predict: 3, model: efficientnet_b3
dis: 3.252, predict: 9, model: efficientnet_b3
dis: 5.459, predict: 1, model: efficientnet_b3
dis: 8.870, predict: 3, model: efficientnet_b3
dis: 3.981, predict: 3, model: resnet152
dis: 3.492, predict: 5, model: resnet152
dis: 8.606, predict: 5, model: resnet152
dis: 3.436, predict: 5, model: resnet152
dis: 1.259, predict: 0, model: resnet152
dis: 2.320, predict: 4, model: efficientnet_b3
dis: 0.847, predict: 5, model: efficientnet_b3
dis: 1.226, predict: 5, model: efficientnet_b3
dis: 10.826, predict: 3, model: resnet152
dis: 4.307, predict: 4, model: resnet152
dis: 9.672, predict: 3, model: efficientnet_b3
dis: 2.793, predict: 1, model: resnet152
dis: 3.964, predict: 6, model: efficientnet_b3
dis: 1.261, predict: 5, model: resnet152
dis: 6.340, predict: 3, model: resnet152
dis: 3.453, predict: 4, model: resnet152
dis: 1.112, predict: 3, model: resnet152
dis: 7.473, predict: 7, model: resnet152
dis: 1.691, predict: 5, model: resnet152
dis: 3.017, predict: 5, model: efficientnet_b3
dis: 6.718, predict: 1, model: resnet152
dis: 3.486, predict: 2, model: resnet152
dis: 4.409, predict: 5, model: efficientnet_b3
dis: 7.264, predict: 4, model: efficientnet_b3
dis: 2.320, predict: 8, model: resnet152
dis: 1.954, predict: 9, model: resnet152
dis: 3.663, predict: 5, model: efficientnet_b3
dis: 1.520, predict: 7, model: efficientnet_b3
dis: 5.851, predict: 3, model: resnet152
dis: 4.724, predict: 4, model: resnet152
dis: 9.509, predict: 5, model: resnet152
dis: 3.984, predict: 1, model: efficientnet_b3
dis: 5.438, predict: 4, model: efficientnet_b3
dis: 10.131, predict: 3, model: resnet152
dis: 4.801, predict: 4, model: resnet152
dis: 3.084, predict: 9, model: resnet152
dis: 3.416, predict: 3, model: efficientnet_b3
dis: 2.425, predict: 5, model: efficientnet_b3
dis: 10.969, predict: 7, model: efficientnet_b3
dis: 0.032, predict: 2, model: resnet152
dis: 3.039, predict: 7, model: efficientnet_b3
dis: 3.598, predict: 3, model: resnet152
dis: 1.307, predict: 5, model: efficientnet_b3
dis: 2.234, predict: 3, model: resnet152
dis: 4.637, predict: 2, model: resnet152
dis: 5.159, predict: 3, model: resnet152
dis: 5.592, predict: 8, model: efficientnet_b3
dis: 2.833, predict: 4, model: efficientnet_b3
dis: 12.369, predict: 2, model: resnet152
dis: 3.374, predict: 5, model: efficientnet_b3
dis: 3.518, predict: 4, model: efficientnet_b3
dis: 1.668, predict: 2, model: efficientnet_b3
dis: 4.187, predict: 2, model: resnet152
dis: 7.171, predict: 3, model: efficientnet_b3
dis: 1.767, predict: 3, model: efficientnet_b3
dis: 5.633, predict: 3, model: efficientnet_b3
dis: 5.318, predict: 3, model: resnet152
dis: 7.695, predict: 3, model: resnet152
dis: 7.226, predict: 5, model: resnet152
dis: 5.262, predict: 1, model: resnet152
dis: 2.665, predict: 1, model: resnet152
dis: 0.508, predict: 5, model: efficientnet_b3
dis: 1.890, predict: 3, model: efficientnet_b3
dis: 7.790, predict: 5, model: efficientnet_b3
dis: 4.757, predict: 8, model: resnet152
dis: 4.989, predict: 2, model: efficientnet_b3
dis: 6.951, predict: 4, model: efficientnet_b3
dis: 5.880, predict: 7, model: efficientnet_b3
dis: 2.311, predict: 3, model: efficientnet_b3
dis: 3.503, predict: 5, model: resnet152
dis: 6.400, predict: 9, model: efficientnet_b3
dis: 4.688, predict: 9, model: efficientnet_b3
dis: 6.908, predict: 5, model: resnet152
dis: 4.232, predict: 6, model: resnet152
dis: 12.789, predict: 8, model: resnet152
dis: 0.888, predict: 3, model: resnet152
dis: 4.406, predict: 4, model: resnet152
dis: 5.438, predict: 4, model: resnet152
dis: 5.462, predict: 8, model: resnet152
dis: 6.229, predict: 4, model: resnet152
dis: 3.084, predict: 2, model: efficientnet_b3
dis: 7.118, predict: 5, model: resnet152
dis: 7.371, predict: 5, model: efficientnet_b3
dis: 3.006, predict: 8, model: efficientnet_b3
dis: 2.281, predict: 5, model: resnet152
dis: 1.030, predict: 0, model: efficientnet_b3
dis: 0.596, predict: 3, model: resnet152
dis: 1.527, predict: 5, model: resnet152
dis: 6.971, predict: 7, model: resnet152
dis: 5.406, predict: 3, model: efficientnet_b3
dis: 5.832, predict: 2, model: resnet152
dis: 1.045, predict: 3, model: efficientnet_b3
dis: 0.209, predict: 5, model: resnet152
dis: 3.038, predict: 8, model: efficientnet_b3
dis: 6.698, predict: 7, model: resnet152
dis: 1.092, predict: 2, model: resnet152
dis: 5.173, predict: 0, model: efficientnet_b3
dis: 2.412, predict: 4, model: resnet152
dis: 1.874, predict: 6, model: efficientnet_b3
dis: 7.914, predict: 7, model: resnet152
dis: 1.206, predict: 2, model: resnet152
dis: 2.554, predict: 3, model: resnet152
dis: 7.069, predict: 2, model: resnet152
dis: 5.485, predict: 1, model: resnet152
dis: 3.654, predict: 0, model: resnet152
dis: 12.210, predict: 0, model: resnet152
dis: 0.912, predict: 4, model: resnet152
dis: 2.299, predict: 2, model: resnet152
dis: 1.083, predict: 6, model: efficientnet_b3
dis: 1.305, predict: 6, model: resnet152
dis: 8.979, predict: 8, model: resnet152
dis: 0.306, predict: 7, model: resnet152
dis: 7.345, predict: 5, model: resnet152
dis: 7.109, predict: 7, model: efficientnet_b3
dis: 8.831, predict: 3, model: resnet152
dis: 1.102, predict: 1, model: resnet152
dis: 10.639, predict: 5, model: resnet152
dis: 9.074, predict: 8, model: resnet152
dis: 5.038, predict: 5, model: resnet152
dis: 3.657, predict: 4, model: resnet152
dis: 8.849, predict: 5, model: efficientnet_b3
dis: 5.998, predict: 3, model: resnet152
dis: 2.347, predict: 8, model: efficientnet_b3
dis: 4.719, predict: 5, model: efficientnet_b3
dis: 0.933, predict: 5, model: efficientnet_b3
dis: 9.381, predict: 3, model: resnet152
dis: 6.065, predict: 3, model: resnet152
dis: 8.238, predict: 4, model: resnet152
dis: 3.863, predict: 2, model: resnet152
dis: 1.818, predict: 5, model: resnet152
dis: 3.967, predict: 1, model: resnet152
dis: 1.806, predict: 0, model: resnet152
dis: 4.751, predict: 7, model: resnet152
dis: 0.433, predict: 2, model: efficientnet_b3
hard voting:98.270, soft voting:98.290
