dis: 9.177, predict: 7, model: resnet101
dis: 2.362, predict: 3, model: resnet101
dis: 3.795, predict: 8, model: efficientnet_b1
dis: 7.652, predict: 5, model: resnet101
dis: 4.437, predict: 3, model: efficientnet_b1
dis: 8.679, predict: 5, model: resnet101
dis: 4.914, predict: 0, model: resnet101
dis: 1.512, predict: 4, model: efficientnet_b1
dis: 3.384, predict: 4, model: resnet101
dis: 1.804, predict: 0, model: resnet101
dis: 2.960, predict: 7, model: resnet101
dis: 5.229, predict: 6, model: resnet101
dis: 1.496, predict: 4, model: efficientnet_b1
dis: 3.859, predict: 4, model: resnet101
dis: 1.555, predict: 2, model: resnet101
dis: 3.282, predict: 0, model: efficientnet_b1
dis: 2.841, predict: 9, model: resnet101
dis: 7.542, predict: 3, model: resnet101
dis: 5.311, predict: 3, model: resnet101
dis: 3.434, predict: 4, model: resnet101
dis: 4.355, predict: 2, model: resnet101
dis: 7.813, predict: 5, model: resnet101
dis: 2.429, predict: 4, model: efficientnet_b1
dis: 1.886, predict: 5, model: efficientnet_b1
dis: 2.234, predict: 2, model: efficientnet_b1
dis: 2.064, predict: 2, model: efficientnet_b1
dis: 0.558, predict: 1, model: efficientnet_b1
dis: 3.486, predict: 3, model: resnet101
dis: 1.716, predict: 9, model: resnet101
dis: 3.662, predict: 2, model: resnet101
dis: 2.432, predict: 3, model: resnet101
dis: 4.266, predict: 3, model: resnet101
dis: 5.345, predict: 5, model: resnet101
dis: 0.457, predict: 6, model: resnet101
dis: 7.924, predict: 3, model: resnet101
dis: 0.963, predict: 5, model: resnet101
dis: 5.013, predict: 0, model: efficientnet_b1
dis: 3.137, predict: 3, model: resnet101
dis: 1.995, predict: 9, model: resnet101
dis: 1.346, predict: 8, model: resnet101
dis: 8.026, predict: 3, model: resnet101
dis: 7.486, predict: 4, model: resnet101
dis: 0.904, predict: 3, model: resnet101
dis: 1.156, predict: 1, model: efficientnet_b1
dis: 4.360, predict: 8, model: efficientnet_b1
dis: 5.654, predict: 3, model: resnet101
dis: 4.851, predict: 8, model: resnet101
dis: 2.283, predict: 9, model: resnet101
dis: 1.939, predict: 8, model: resnet101
dis: 3.260, predict: 6, model: resnet101
dis: 2.704, predict: 8, model: resnet101
dis: 5.348, predict: 3, model: resnet101
dis: 2.249, predict: 3, model: resnet101
dis: 2.976, predict: 2, model: efficientnet_b1
dis: 1.992, predict: 5, model: resnet101
dis: 2.355, predict: 9, model: resnet101
dis: 2.230, predict: 4, model: resnet101
dis: 1.808, predict: 4, model: resnet101
dis: 1.197, predict: 5, model: resnet101
dis: 5.800, predict: 3, model: resnet101
dis: 1.219, predict: 6, model: resnet101
dis: 9.222, predict: 0, model: resnet101
dis: 1.600, predict: 3, model: efficientnet_b1
dis: 2.480, predict: 7, model: resnet101
dis: 3.868, predict: 7, model: efficientnet_b1
dis: 1.960, predict: 3, model: efficientnet_b1
dis: 6.832, predict: 0, model: efficientnet_b1
dis: 2.331, predict: 9, model: resnet101
dis: 8.321, predict: 5, model: resnet101
dis: 7.819, predict: 6, model: resnet101
dis: 1.202, predict: 4, model: resnet101
dis: 1.768, predict: 2, model: resnet101
dis: 1.975, predict: 4, model: resnet101
dis: 3.553, predict: 5, model: efficientnet_b1
dis: 1.782, predict: 0, model: resnet101
dis: 2.862, predict: 7, model: resnet101
dis: 4.512, predict: 4, model: efficientnet_b1
dis: 4.626, predict: 5, model: efficientnet_b1
dis: 1.837, predict: 2, model: efficientnet_b1
dis: 0.948, predict: 0, model: resnet101
dis: 5.377, predict: 4, model: resnet101
dis: 7.903, predict: 3, model: resnet101
dis: 2.870, predict: 9, model: resnet101
dis: 1.783, predict: 3, model: resnet101
dis: 6.229, predict: 6, model: resnet101
dis: 0.611, predict: 3, model: efficientnet_b1
dis: 0.317, predict: 3, model: resnet101
dis: 1.361, predict: 7, model: resnet101
dis: 0.911, predict: 3, model: efficientnet_b1
dis: 4.592, predict: 9, model: resnet101
dis: 4.289, predict: 0, model: resnet101
dis: 2.295, predict: 0, model: resnet101
dis: 9.200, predict: 3, model: resnet101
dis: 5.127, predict: 3, model: resnet101
dis: 1.381, predict: 9, model: efficientnet_b1
dis: 4.733, predict: 9, model: resnet101
dis: 1.332, predict: 3, model: resnet101
dis: 1.489, predict: 2, model: resnet101
dis: 0.598, predict: 8, model: efficientnet_b1
dis: 2.401, predict: 3, model: efficientnet_b1
dis: 3.057, predict: 2, model: resnet101
dis: 3.479, predict: 4, model: resnet101
dis: 0.945, predict: 3, model: efficientnet_b1
dis: 3.001, predict: 9, model: resnet101
dis: 6.603, predict: 4, model: resnet101
dis: 7.826, predict: 3, model: resnet101
dis: 1.716, predict: 2, model: efficientnet_b1
dis: 3.538, predict: 3, model: resnet101
dis: 2.784, predict: 0, model: resnet101
dis: 5.650, predict: 3, model: resnet101
dis: 4.020, predict: 0, model: resnet101
dis: 2.150, predict: 5, model: resnet101
dis: 10.076, predict: 4, model: resnet101
dis: 2.033, predict: 5, model: efficientnet_b1
dis: 5.019, predict: 9, model: resnet101
dis: 1.177, predict: 1, model: resnet101
dis: 7.933, predict: 3, model: resnet101
dis: 1.783, predict: 5, model: resnet101
dis: 4.022, predict: 4, model: resnet101
dis: 2.404, predict: 8, model: efficientnet_b1
dis: 3.401, predict: 9, model: resnet101
dis: 1.816, predict: 8, model: efficientnet_b1
dis: 1.705, predict: 3, model: resnet101
dis: 7.120, predict: 3, model: resnet101
dis: 4.512, predict: 3, model: resnet101
dis: 0.957, predict: 3, model: resnet101
dis: 3.014, predict: 4, model: resnet101
dis: 1.092, predict: 9, model: efficientnet_b1
dis: 6.738, predict: 3, model: resnet101
dis: 7.165, predict: 3, model: efficientnet_b1
dis: 3.325, predict: 0, model: resnet101
dis: 8.026, predict: 7, model: resnet101
dis: 11.627, predict: 2, model: resnet101
dis: 2.465, predict: 2, model: resnet101
dis: 2.829, predict: 5, model: resnet101
dis: 2.934, predict: 0, model: efficientnet_b1
dis: 2.121, predict: 5, model: efficientnet_b1
dis: 4.812, predict: 2, model: resnet101
dis: 6.835, predict: 5, model: resnet101
dis: 1.833, predict: 3, model: efficientnet_b1
dis: 9.886, predict: 5, model: resnet101
dis: 1.943, predict: 2, model: resnet101
dis: 3.258, predict: 5, model: resnet101
dis: 7.992, predict: 3, model: resnet101
dis: 2.837, predict: 0, model: resnet101
dis: 6.512, predict: 9, model: efficientnet_b1
dis: 4.012, predict: 5, model: efficientnet_b1
dis: 1.352, predict: 5, model: resnet101
dis: 1.290, predict: 8, model: efficientnet_b1
dis: 2.390, predict: 0, model: resnet101
dis: 3.963, predict: 5, model: resnet101
dis: 4.491, predict: 3, model: resnet101
dis: 1.142, predict: 9, model: efficientnet_b1
dis: 1.970, predict: 5, model: efficientnet_b1
dis: 5.619, predict: 8, model: resnet101
dis: 2.716, predict: 3, model: resnet101
dis: 8.838, predict: 1, model: resnet101
dis: 6.464, predict: 1, model: resnet101
dis: 2.856, predict: 4, model: resnet101
dis: 1.838, predict: 7, model: efficientnet_b1
dis: 7.812, predict: 1, model: resnet101
dis: 5.083, predict: 1, model: resnet101
dis: 5.199, predict: 4, model: resnet101
dis: 1.259, predict: 7, model: resnet101
dis: 1.188, predict: 9, model: efficientnet_b1
dis: 3.327, predict: 0, model: resnet101
dis: 3.439, predict: 3, model: resnet101
dis: 1.380, predict: 4, model: efficientnet_b1
dis: 3.688, predict: 5, model: resnet101
dis: 5.496, predict: 2, model: efficientnet_b1
dis: 8.266, predict: 3, model: resnet101
dis: 0.830, predict: 2, model: efficientnet_b1
dis: 8.266, predict: 7, model: resnet101
dis: 1.552, predict: 9, model: resnet101
dis: 2.898, predict: 9, model: efficientnet_b1
dis: 2.773, predict: 3, model: efficientnet_b1
dis: 3.095, predict: 6, model: efficientnet_b1
dis: 0.261, predict: 2, model: efficientnet_b1
dis: 3.113, predict: 8, model: resnet101
dis: 3.755, predict: 5, model: efficientnet_b1
dis: 0.954, predict: 4, model: efficientnet_b1
dis: 0.358, predict: 5, model: efficientnet_b1
dis: 6.201, predict: 3, model: efficientnet_b1
dis: 2.434, predict: 5, model: resnet101
dis: 5.041, predict: 3, model: resnet101
dis: 8.161, predict: 3, model: resnet101
dis: 1.949, predict: 3, model: resnet101
dis: 0.606, predict: 3, model: efficientnet_b1
dis: 1.633, predict: 9, model: resnet101
dis: 6.320, predict: 5, model: efficientnet_b1
dis: 2.391, predict: 5, model: efficientnet_b1
dis: 4.110, predict: 7, model: resnet101
dis: 1.611, predict: 3, model: resnet101
dis: 5.643, predict: 4, model: efficientnet_b1
dis: 4.621, predict: 3, model: efficientnet_b1
dis: 3.384, predict: 3, model: efficientnet_b1
dis: 7.730, predict: 9, model: resnet101
dis: 3.832, predict: 8, model: efficientnet_b1
dis: 1.530, predict: 5, model: resnet101
dis: 3.926, predict: 2, model: resnet101
dis: 1.708, predict: 6, model: resnet101
dis: 4.846, predict: 2, model: resnet101
dis: 4.450, predict: 2, model: resnet101
dis: 10.561, predict: 6, model: resnet101
dis: 3.112, predict: 3, model: resnet101
dis: 4.138, predict: 3, model: efficientnet_b1
dis: 2.369, predict: 4, model: resnet101
dis: 7.052, predict: 6, model: resnet101
dis: 2.779, predict: 5, model: efficientnet_b1
dis: 1.356, predict: 0, model: resnet101
dis: 0.842, predict: 3, model: resnet101
dis: 1.255, predict: 3, model: efficientnet_b1
dis: 0.162, predict: 6, model: efficientnet_b1
dis: 8.487, predict: 0, model: resnet101
dis: 7.586, predict: 4, model: efficientnet_b1
dis: 0.233, predict: 4, model: efficientnet_b1
dis: 2.975, predict: 4, model: resnet101
dis: 6.655, predict: 6, model: efficientnet_b1
dis: 2.295, predict: 3, model: resnet101
dis: 2.505, predict: 3, model: resnet101
dis: 4.488, predict: 5, model: resnet101
dis: 7.051, predict: 2, model: resnet101
dis: 2.365, predict: 7, model: efficientnet_b1
dis: 5.230, predict: 8, model: resnet101
dis: 2.390, predict: 7, model: efficientnet_b1
dis: 6.541, predict: 5, model: resnet101
dis: 1.564, predict: 4, model: resnet101
dis: 2.060, predict: 7, model: efficientnet_b1
dis: 4.340, predict: 2, model: resnet101
dis: 1.003, predict: 0, model: resnet101
dis: 1.486, predict: 0, model: resnet101
dis: 3.664, predict: 9, model: resnet101
dis: 7.334, predict: 1, model: efficientnet_b1
dis: 3.463, predict: 5, model: efficientnet_b1
dis: 0.722, predict: 5, model: efficientnet_b1
dis: 1.762, predict: 0, model: efficientnet_b1
dis: 1.900, predict: 4, model: efficientnet_b1
dis: 2.570, predict: 3, model: efficientnet_b1
dis: 3.507, predict: 2, model: resnet101
dis: 3.076, predict: 3, model: resnet101
dis: 3.679, predict: 9, model: resnet101
dis: 1.556, predict: 0, model: resnet101
dis: 5.425, predict: 8, model: efficientnet_b1
dis: 1.477, predict: 7, model: efficientnet_b1
dis: 3.108, predict: 5, model: efficientnet_b1
hard voting:97.840, soft voting:97.880
