dis: 1.801, predict: 9, model: resnet101
dis: 2.255, predict: 3, model: resnet152
dis: 0.919, predict: 9, model: resnet101
dis: 8.891, predict: 8, model: resnet152
dis: 2.283, predict: 9, model: resnet101
dis: 3.704, predict: 2, model: resnet152
dis: 3.260, predict: 6, model: resnet101
dis: 4.458, predict: 9, model: resnet101
dis: 1.992, predict: 5, model: resnet101
dis: 9.833, predict: 2, model: resnet152
dis: 2.355, predict: 9, model: resnet101
dis: 2.230, predict: 4, model: resnet101
dis: 1.808, predict: 4, model: resnet101
dis: 4.295, predict: 7, model: resnet152
dis: 6.140, predict: 7, model: resnet152
dis: 6.975, predict: 0, model: resnet152
dis: 2.939, predict: 8, model: resnet152
dis: 5.810, predict: 1, model: resnet101
dis: 8.825, predict: 3, model: resnet101
dis: 1.284, predict: 7, model: resnet152
dis: 3.981, predict: 3, model: resnet152
dis: 3.492, predict: 5, model: resnet152
dis: 7.404, predict: 4, model: resnet101
dis: 8.428, predict: 4, model: resnet152
dis: 1.204, predict: 7, model: resnet152
dis: 2.201, predict: 5, model: resnet101
dis: 1.358, predict: 7, model: resnet152
dis: 2.732, predict: 3, model: resnet101
dis: 3.959, predict: 3, model: resnet152
dis: 1.184, predict: 3, model: resnet152
dis: 10.087, predict: 7, model: resnet152
dis: 4.211, predict: 8, model: resnet152
dis: 5.272, predict: 3, model: resnet101
dis: 1.917, predict: 9, model: resnet152
dis: 4.469, predict: 3, model: resnet152
dis: 3.959, predict: 5, model: resnet101
dis: 8.816, predict: 8, model: resnet152
dis: 4.982, predict: 3, model: resnet152
dis: 3.057, predict: 2, model: resnet101
dis: 3.783, predict: 3, model: resnet152
dis: 9.557, predict: 4, model: resnet101
dis: 3.966, predict: 8, model: resnet152
dis: 3.244, predict: 0, model: resnet101
dis: 0.096, predict: 2, model: resnet152
dis: 6.174, predict: 3, model: resnet152
dis: 3.870, predict: 5, model: resnet152
dis: 1.071, predict: 3, model: resnet152
dis: 6.077, predict: 3, model: resnet152
dis: 5.852, predict: 8, model: resnet152
dis: 1.869, predict: 9, model: resnet101
dis: 4.279, predict: 4, model: resnet101
dis: 1.705, predict: 3, model: resnet101
dis: 7.120, predict: 3, model: resnet101
dis: 1.828, predict: 3, model: resnet152
dis: 8.270, predict: 5, model: resnet152
dis: 2.139, predict: 2, model: resnet152
dis: 0.957, predict: 3, model: resnet101
dis: 6.529, predict: 3, model: resnet152
dis: 5.079, predict: 5, model: resnet101
dis: 5.136, predict: 3, model: resnet152
dis: 6.832, predict: 8, model: resnet152
dis: 8.211, predict: 0, model: resnet101
dis: 2.587, predict: 8, model: resnet101
dis: 2.829, predict: 5, model: resnet101
dis: 2.371, predict: 3, model: resnet152
dis: 1.091, predict: 4, model: resnet101
dis: 1.943, predict: 2, model: resnet101
dis: 2.634, predict: 1, model: resnet152
dis: 4.187, predict: 2, model: resnet152
dis: 5.191, predict: 3, model: resnet101
dis: 3.470, predict: 9, model: resnet152
dis: 0.501, predict: 7, model: resnet152
dis: 3.162, predict: 3, model: resnet101
dis: 5.768, predict: 8, model: resnet152
dis: 2.716, predict: 3, model: resnet101
dis: 8.838, predict: 1, model: resnet101
dis: 1.693, predict: 2, model: resnet101
dis: 3.819, predict: 2, model: resnet152
dis: 5.749, predict: 2, model: resnet152
dis: 2.031, predict: 3, model: resnet101
dis: 2.574, predict: 5, model: resnet152
dis: 8.093, predict: 9, model: resnet101
dis: 1.499, predict: 9, model: resnet101
dis: 4.232, predict: 6, model: resnet152
dis: 1.259, predict: 7, model: resnet101
dis: 2.887, predict: 9, model: resnet152
dis: 1.552, predict: 9, model: resnet101
dis: 1.784, predict: 8, model: resnet101
dis: 3.831, predict: 3, model: resnet152
dis: 3.087, predict: 1, model: resnet152
dis: 1.775, predict: 6, model: resnet152
dis: 1.257, predict: 3, model: resnet152
dis: 1.220, predict: 3, model: resnet101
dis: 6.229, predict: 4, model: resnet152
dis: 0.939, predict: 5, model: resnet152
dis: 4.546, predict: 3, model: resnet152
dis: 4.689, predict: 3, model: resnet152
dis: 5.870, predict: 3, model: resnet152
dis: 1.551, predict: 8, model: resnet101
dis: 1.055, predict: 9, model: resnet152
dis: 2.580, predict: 3, model: resnet101
dis: 0.918, predict: 1, model: resnet152
dis: 3.475, predict: 3, model: resnet152
dis: 1.962, predict: 1, model: resnet152
dis: 2.163, predict: 5, model: resnet101
dis: 9.370, predict: 5, model: resnet152
dis: 1.527, predict: 5, model: resnet152
dis: 6.358, predict: 3, model: resnet101
dis: 3.611, predict: 5, model: resnet101
dis: 6.698, predict: 7, model: resnet152
dis: 6.000, predict: 3, model: resnet101
dis: 7.684, predict: 0, model: resnet101
dis: 3.597, predict: 5, model: resnet152
dis: 1.437, predict: 3, model: resnet152
dis: 7.914, predict: 7, model: resnet152
dis: 3.475, predict: 5, model: resnet152
dis: 1.356, predict: 0, model: resnet101
dis: 4.654, predict: 0, model: resnet152
dis: 3.681, predict: 6, model: resnet152
dis: 4.797, predict: 4, model: resnet152
dis: 5.720, predict: 4, model: resnet152
dis: 6.228, predict: 2, model: resnet101
dis: 4.550, predict: 5, model: resnet152
dis: 0.507, predict: 3, model: resnet101
dis: 7.483, predict: 7, model: resnet152
dis: 1.258, predict: 9, model: resnet101
dis: 5.038, predict: 5, model: resnet152
dis: 1.039, predict: 3, model: resnet101
dis: 2.923, predict: 8, model: resnet152
dis: 3.664, predict: 9, model: resnet101
dis: 1.215, predict: 8, model: resnet101
dis: 6.280, predict: 1, model: resnet152
dis: 2.049, predict: 7, model: resnet152
dis: 1.322, predict: 8, model: resnet152
dis: 2.091, predict: 1, model: resnet152
dis: 6.065, predict: 3, model: resnet152
dis: 8.238, predict: 4, model: resnet152
dis: 6.415, predict: 3, model: resnet152
dis: 3.076, predict: 3, model: resnet101
dis: 3.865, predict: 4, model: resnet152
dis: 7.408, predict: 8, model: resnet152
dis: 4.751, predict: 7, model: resnet152
dis: 1.534, predict: 5, model: resnet152
dis: 5.788, predict: 2, model: resnet101
hard voting:98.180, soft voting:98.280
