dis: 2.273, predict: 0, model: efficientnet_b1
dis: 7.073, predict: 9, model: efficientnet_b1
dis: 2.334, predict: 0, model: efficientnet_b1
dis: 5.081, predict: 3, model: efficientnet_b1
dis: 1.622, predict: 3, model: resnet50
dis: 1.049, predict: 0, model: resnet50
dis: 5.479, predict: 5, model: resnet50
dis: 4.437, predict: 3, model: efficientnet_b1
dis: 7.177, predict: 5, model: resnet50
dis: 3.038, predict: 5, model: efficientnet_b1
dis: 8.201, predict: 0, model: resnet50
dis: 2.624, predict: 5, model: resnet50
dis: 2.191, predict: 4, model: resnet50
dis: 0.900, predict: 8, model: efficientnet_b1
dis: 3.355, predict: 5, model: resnet50
dis: 3.872, predict: 6, model: resnet50
dis: 5.347, predict: 6, model: efficientnet_b1
dis: 2.703, predict: 3, model: efficientnet_b1
dis: 4.913, predict: 3, model: efficientnet_b1
dis: 4.634, predict: 8, model: resnet50
dis: 2.932, predict: 4, model: efficientnet_b1
dis: 9.194, predict: 9, model: resnet50
dis: 4.413, predict: 5, model: efficientnet_b1
dis: 3.869, predict: 3, model: resnet50
dis: 1.314, predict: 4, model: resnet50
dis: 3.152, predict: 5, model: resnet50
dis: 6.076, predict: 5, model: resnet50
dis: 6.183, predict: 3, model: efficientnet_b1
dis: 1.847, predict: 4, model: resnet50
dis: 1.518, predict: 3, model: resnet50
dis: 3.493, predict: 2, model: resnet50
dis: 4.348, predict: 3, model: resnet50
dis: 1.704, predict: 1, model: efficientnet_b1
dis: 2.040, predict: 3, model: resnet50
dis: 2.510, predict: 3, model: resnet50
dis: 1.345, predict: 3, model: efficientnet_b1
dis: 8.109, predict: 5, model: resnet50
dis: 8.069, predict: 3, model: resnet50
dis: 2.605, predict: 6, model: efficientnet_b1
dis: 3.044, predict: 0, model: resnet50
dis: 4.965, predict: 5, model: efficientnet_b1
dis: 8.920, predict: 3, model: resnet50
dis: 6.817, predict: 4, model: resnet50
dis: 3.550, predict: 3, model: resnet50
dis: 1.632, predict: 4, model: resnet50
dis: 0.816, predict: 3, model: resnet50
dis: 3.351, predict: 4, model: resnet50
dis: 3.203, predict: 1, model: efficientnet_b1
dis: 3.649, predict: 5, model: resnet50
dis: 6.701, predict: 8, model: resnet50
dis: 1.044, predict: 7, model: resnet50
dis: 7.319, predict: 2, model: efficientnet_b1
dis: 0.548, predict: 2, model: resnet50
dis: 6.463, predict: 8, model: resnet50
dis: 1.350, predict: 5, model: resnet50
dis: 5.919, predict: 3, model: resnet50
dis: 5.496, predict: 9, model: efficientnet_b1
dis: 2.766, predict: 3, model: resnet50
dis: 2.597, predict: 5, model: resnet50
dis: 3.595, predict: 3, model: efficientnet_b1
dis: 2.902, predict: 0, model: resnet50
dis: 2.492, predict: 5, model: resnet50
dis: 2.328, predict: 2, model: resnet50
dis: 0.524, predict: 1, model: resnet50
dis: 1.507, predict: 5, model: resnet50
dis: 5.533, predict: 2, model: resnet50
dis: 7.570, predict: 5, model: resnet50
dis: 2.994, predict: 3, model: resnet50
dis: 0.998, predict: 2, model: efficientnet_b1
dis: 14.226, predict: 0, model: resnet50
dis: 5.232, predict: 7, model: resnet50
dis: 1.208, predict: 7, model: resnet50
dis: 0.623, predict: 5, model: resnet50
dis: 4.762, predict: 4, model: efficientnet_b1
dis: 2.000, predict: 9, model: resnet50
dis: 2.537, predict: 5, model: resnet50
dis: 6.176, predict: 6, model: resnet50
dis: 0.912, predict: 3, model: resnet50
dis: 1.418, predict: 3, model: efficientnet_b1
dis: 1.325, predict: 4, model: resnet50
dis: 5.505, predict: 5, model: resnet50
dis: 3.685, predict: 0, model: resnet50
dis: 5.861, predict: 0, model: efficientnet_b1
dis: 4.535, predict: 5, model: efficientnet_b1
dis: 5.613, predict: 7, model: resnet50
dis: 2.871, predict: 8, model: resnet50
dis: 0.811, predict: 5, model: resnet50
dis: 6.126, predict: 3, model: resnet50
dis: 3.899, predict: 0, model: resnet50
dis: 1.434, predict: 5, model: resnet50
dis: 2.095, predict: 2, model: efficientnet_b1
dis: 2.789, predict: 2, model: resnet50
dis: 6.637, predict: 3, model: resnet50
dis: 0.368, predict: 9, model: resnet50
dis: 4.119, predict: 3, model: resnet50
dis: 1.423, predict: 5, model: resnet50
dis: 3.102, predict: 2, model: resnet50
dis: 3.088, predict: 7, model: efficientnet_b1
dis: 4.529, predict: 7, model: resnet50
dis: 5.067, predict: 2, model: efficientnet_b1
dis: 5.124, predict: 4, model: resnet50
dis: 7.747, predict: 9, model: resnet50
dis: 4.319, predict: 5, model: resnet50
dis: 8.410, predict: 3, model: resnet50
dis: 2.245, predict: 1, model: efficientnet_b1
dis: 0.531, predict: 7, model: efficientnet_b1
dis: 0.881, predict: 2, model: resnet50
dis: 2.655, predict: 4, model: resnet50
dis: 3.446, predict: 5, model: resnet50
dis: 3.142, predict: 6, model: efficientnet_b1
dis: 4.322, predict: 4, model: resnet50
dis: 3.928, predict: 9, model: efficientnet_b1
dis: 2.872, predict: 3, model: resnet50
dis: 1.020, predict: 5, model: efficientnet_b1
dis: 7.319, predict: 0, model: resnet50
dis: 0.429, predict: 7, model: efficientnet_b1
dis: 3.463, predict: 9, model: efficientnet_b1
dis: 0.396, predict: 3, model: efficientnet_b1
dis: 2.537, predict: 5, model: resnet50
dis: 3.019, predict: 4, model: resnet50
dis: 2.534, predict: 5, model: resnet50
dis: 0.929, predict: 3, model: efficientnet_b1
dis: 5.211, predict: 9, model: resnet50
dis: 4.341, predict: 3, model: efficientnet_b1
dis: 3.801, predict: 1, model: resnet50
dis: 4.974, predict: 3, model: resnet50
dis: 1.826, predict: 7, model: efficientnet_b1
dis: 3.549, predict: 9, model: efficientnet_b1
dis: 2.747, predict: 4, model: efficientnet_b1
dis: 4.333, predict: 9, model: resnet50
dis: 3.359, predict: 9, model: efficientnet_b1
dis: 6.208, predict: 0, model: resnet50
dis: 8.019, predict: 3, model: efficientnet_b1
dis: 4.404, predict: 0, model: efficientnet_b1
dis: 1.787, predict: 3, model: resnet50
dis: 4.370, predict: 4, model: resnet50
dis: 5.628, predict: 1, model: resnet50
dis: 1.433, predict: 7, model: efficientnet_b1
dis: 3.575, predict: 5, model: resnet50
dis: 1.651, predict: 5, model: resnet50
dis: 2.675, predict: 2, model: resnet50
dis: 5.764, predict: 7, model: resnet50
dis: 3.296, predict: 7, model: efficientnet_b1
dis: 5.723, predict: 2, model: resnet50
dis: 4.963, predict: 3, model: efficientnet_b1
dis: 1.647, predict: 6, model: resnet50
dis: 4.252, predict: 3, model: efficientnet_b1
dis: 2.934, predict: 0, model: efficientnet_b1
dis: 5.811, predict: 8, model: efficientnet_b1
dis: 2.853, predict: 5, model: resnet50
dis: 1.833, predict: 3, model: efficientnet_b1
dis: 7.860, predict: 5, model: resnet50
dis: 1.251, predict: 3, model: efficientnet_b1
dis: 5.184, predict: 5, model: resnet50
dis: 0.992, predict: 3, model: resnet50
dis: 2.648, predict: 0, model: resnet50
dis: 0.314, predict: 9, model: efficientnet_b1
dis: 5.147, predict: 7, model: efficientnet_b1
dis: 1.829, predict: 5, model: efficientnet_b1
dis: 4.584, predict: 5, model: resnet50
dis: 1.420, predict: 8, model: resnet50
dis: 2.362, predict: 3, model: efficientnet_b1
dis: 3.403, predict: 1, model: resnet50
dis: 7.917, predict: 8, model: resnet50
dis: 0.965, predict: 3, model: efficientnet_b1
dis: 2.658, predict: 2, model: efficientnet_b1
dis: 10.591, predict: 1, model: resnet50
dis: 7.582, predict: 4, model: resnet50
dis: 1.941, predict: 8, model: efficientnet_b1
dis: 1.838, predict: 7, model: efficientnet_b1
dis: 0.299, predict: 3, model: efficientnet_b1
dis: 4.784, predict: 1, model: resnet50
dis: 6.161, predict: 1, model: resnet50
dis: 3.739, predict: 1, model: resnet50
dis: 5.553, predict: 6, model: efficientnet_b1
dis: 4.264, predict: 4, model: efficientnet_b1
dis: 3.539, predict: 7, model: efficientnet_b1
dis: 0.766, predict: 3, model: efficientnet_b1
dis: 1.497, predict: 4, model: efficientnet_b1
dis: 1.380, predict: 4, model: efficientnet_b1
dis: 5.163, predict: 6, model: efficientnet_b1
dis: 2.881, predict: 5, model: resnet50
dis: 9.160, predict: 3, model: resnet50
dis: 3.905, predict: 4, model: resnet50
dis: 8.628, predict: 7, model: resnet50
dis: 1.611, predict: 9, model: resnet50
dis: 0.935, predict: 1, model: resnet50
dis: 3.981, predict: 2, model: resnet50
dis: 0.756, predict: 3, model: resnet50
dis: 2.960, predict: 5, model: resnet50
dis: 4.716, predict: 8, model: resnet50
dis: 4.096, predict: 3, model: resnet50
dis: 0.358, predict: 5, model: efficientnet_b1
dis: 2.328, predict: 3, model: efficientnet_b1
dis: 3.727, predict: 5, model: efficientnet_b1
dis: 7.152, predict: 5, model: resnet50
dis: 4.108, predict: 3, model: resnet50
dis: 3.115, predict: 3, model: resnet50
dis: 6.204, predict: 5, model: resnet50
dis: 3.753, predict: 1, model: resnet50
dis: 2.699, predict: 9, model: resnet50
dis: 2.660, predict: 9, model: efficientnet_b1
dis: 1.068, predict: 4, model: efficientnet_b1
dis: 2.951, predict: 9, model: efficientnet_b1
dis: 5.413, predict: 7, model: resnet50
dis: 1.410, predict: 6, model: efficientnet_b1
dis: 5.643, predict: 4, model: efficientnet_b1
dis: 0.569, predict: 9, model: efficientnet_b1
dis: 3.384, predict: 3, model: efficientnet_b1
dis: 2.464, predict: 9, model: resnet50
dis: 1.859, predict: 4, model: resnet50
dis: 2.813, predict: 6, model: resnet50
dis: 3.447, predict: 2, model: resnet50
dis: 5.896, predict: 2, model: resnet50
dis: 7.725, predict: 6, model: resnet50
dis: 5.374, predict: 5, model: resnet50
dis: 4.547, predict: 9, model: efficientnet_b1
dis: 1.507, predict: 6, model: resnet50
dis: 2.719, predict: 3, model: efficientnet_b1
dis: 2.271, predict: 0, model: efficientnet_b1
dis: 1.663, predict: 8, model: efficientnet_b1
dis: 0.741, predict: 2, model: resnet50
dis: 4.372, predict: 6, model: efficientnet_b1
dis: 4.301, predict: 4, model: efficientnet_b1
dis: 5.498, predict: 0, model: resnet50
dis: 1.411, predict: 0, model: resnet50
dis: 2.578, predict: 4, model: efficientnet_b1
dis: 8.569, predict: 0, model: resnet50
dis: 6.655, predict: 6, model: efficientnet_b1
dis: 3.153, predict: 9, model: efficientnet_b1
dis: 0.764, predict: 2, model: resnet50
dis: 1.866, predict: 2, model: efficientnet_b1
dis: 8.223, predict: 5, model: resnet50
dis: 5.834, predict: 2, model: resnet50
dis: 0.887, predict: 3, model: efficientnet_b1
dis: 4.495, predict: 8, model: resnet50
dis: 2.390, predict: 7, model: efficientnet_b1
dis: 5.038, predict: 5, model: resnet50
dis: 1.576, predict: 8, model: resnet50
dis: 1.513, predict: 3, model: efficientnet_b1
dis: 4.079, predict: 5, model: efficientnet_b1
dis: 5.163, predict: 9, model: efficientnet_b1
dis: 3.326, predict: 5, model: resnet50
dis: 5.799, predict: 3, model: efficientnet_b1
dis: 1.438, predict: 4, model: efficientnet_b1
dis: 6.560, predict: 2, model: efficientnet_b1
dis: 2.099, predict: 0, model: resnet50
dis: 7.334, predict: 1, model: efficientnet_b1
dis: 4.619, predict: 4, model: efficientnet_b1
dis: 0.722, predict: 5, model: efficientnet_b1
dis: 2.044, predict: 3, model: efficientnet_b1
dis: 2.207, predict: 2, model: efficientnet_b1
dis: 1.900, predict: 4, model: efficientnet_b1
dis: 6.717, predict: 4, model: efficientnet_b1
dis: 3.805, predict: 7, model: resnet50
dis: 1.640, predict: 6, model: efficientnet_b1
dis: 2.806, predict: 3, model: resnet50
dis: 5.324, predict: 9, model: resnet50
dis: 1.474, predict: 3, model: efficientnet_b1
hard voting:97.330, soft voting:97.410
