dis: 2.653, predict: 9, model: resnet50
dis: 0.524, predict: 1, model: resnet50
dis: 5.972, predict: 3, model: resnet152
dis: 3.454, predict: 4, model: resnet152
dis: 4.035, predict: 5, model: resnet152
dis: 2.939, predict: 8, model: resnet152
dis: 1.029, predict: 1, model: resnet50
dis: 12.677, predict: 3, model: resnet50
dis: 1.284, predict: 7, model: resnet152
dis: 3.981, predict: 3, model: resnet152
dis: 3.344, predict: 3, model: resnet152
dis: 5.918, predict: 0, model: resnet152
dis: 11.092, predict: 5, model: resnet152
dis: 4.331, predict: 4, model: resnet50
dis: 1.383, predict: 5, model: resnet50
dis: 3.543, predict: 4, model: resnet50
dis: 5.135, predict: 3, model: resnet152
dis: 5.228, predict: 3, model: resnet50
dis: 4.643, predict: 3, model: resnet152
dis: 2.789, predict: 2, model: resnet50
dis: 4.543, predict: 6, model: resnet152
dis: 2.051, predict: 5, model: resnet50
dis: 4.170, predict: 0, model: resnet152
dis: 7.473, predict: 7, model: resnet152
dis: 6.718, predict: 2, model: resnet152
dis: 5.124, predict: 4, model: resnet50
dis: 2.031, predict: 5, model: resnet50
dis: 6.718, predict: 1, model: resnet152
dis: 1.917, predict: 9, model: resnet152
dis: 4.469, predict: 3, model: resnet152
dis: 2.008, predict: 5, model: resnet50
dis: 3.783, predict: 3, model: resnet152
dis: 11.410, predict: 4, model: resnet50
dis: 5.464, predict: 6, model: resnet152
dis: 2.320, predict: 8, model: resnet152
dis: 2.686, predict: 1, model: resnet50
dis: 5.851, predict: 3, model: resnet152
dis: 6.174, predict: 3, model: resnet152
dis: 2.968, predict: 4, model: resnet152
dis: 3.019, predict: 4, model: resnet50
dis: 2.789, predict: 3, model: resnet152
dis: 6.490, predict: 3, model: resnet152
dis: 9.710, predict: 3, model: resnet152
dis: 0.475, predict: 5, model: resnet152
dis: 4.801, predict: 4, model: resnet152
dis: 3.084, predict: 9, model: resnet152
dis: 7.823, predict: 3, model: resnet152
dis: 3.364, predict: 5, model: resnet50
dis: 8.270, predict: 5, model: resnet152
dis: 2.139, predict: 2, model: resnet152
dis: 3.836, predict: 3, model: resnet152
dis: 6.977, predict: 0, model: resnet152
dis: 1.787, predict: 3, model: resnet50
dis: 4.692, predict: 5, model: resnet50
dis: 3.575, predict: 5, model: resnet50
dis: 2.234, predict: 3, model: resnet152
dis: 5.136, predict: 3, model: resnet152
dis: 1.607, predict: 7, model: resnet152
dis: 4.637, predict: 2, model: resnet152
dis: 5.041, predict: 0, model: resnet50
dis: 5.159, predict: 3, model: resnet152
dis: 1.929, predict: 8, model: resnet50
dis: 1.647, predict: 6, model: resnet50
dis: 7.786, predict: 3, model: resnet152
dis: 2.687, predict: 4, model: resnet50
dis: 3.678, predict: 5, model: resnet50
dis: 4.997, predict: 8, model: resnet152
dis: 0.091, predict: 2, model: resnet152
dis: 0.503, predict: 4, model: resnet50
dis: 1.661, predict: 6, model: resnet152
dis: 9.166, predict: 8, model: resnet152
dis: 5.028, predict: 3, model: resnet50
dis: 5.087, predict: 7, model: resnet152
dis: 2.391, predict: 3, model: resnet50
dis: 4.388, predict: 5, model: resnet152
dis: 6.824, predict: 0, model: resnet152
dis: 5.047, predict: 3, model: resnet152
dis: 0.422, predict: 3, model: resnet152
dis: 0.749, predict: 3, model: resnet152
dis: 5.371, predict: 2, model: resnet152
dis: 2.327, predict: 2, model: resnet50
dis: 7.582, predict: 4, model: resnet50
dis: 6.418, predict: 8, model: resnet152
dis: 6.541, predict: 0, model: resnet50
dis: 2.574, predict: 5, model: resnet152
dis: 5.640, predict: 9, model: resnet50
dis: 2.648, predict: 6, model: resnet152
dis: 4.958, predict: 4, model: resnet152
dis: 4.232, predict: 6, model: resnet152
dis: 1.806, predict: 2, model: resnet50
dis: 8.694, predict: 3, model: resnet152
dis: 5.583, predict: 0, model: resnet152
dis: 3.957, predict: 5, model: resnet50
dis: 6.925, predict: 6, model: resnet152
dis: 4.406, predict: 4, model: resnet152
dis: 1.611, predict: 9, model: resnet50
dis: 3.981, predict: 2, model: resnet50
dis: 7.196, predict: 3, model: resnet152
dis: 2.679, predict: 2, model: resnet50
dis: 5.093, predict: 3, model: resnet152
dis: 5.840, predict: 5, model: resnet152
dis: 1.321, predict: 8, model: resnet50
dis: 1.055, predict: 9, model: resnet152
dis: 4.779, predict: 5, model: resnet50
dis: 2.699, predict: 9, model: resnet50
dis: 6.255, predict: 9, model: resnet152
dis: 7.115, predict: 5, model: resnet50
dis: 6.540, predict: 4, model: resnet152
dis: 7.887, predict: 9, model: resnet152
dis: 2.833, predict: 5, model: resnet152
dis: 1.367, predict: 9, model: resnet152
dis: 2.932, predict: 3, model: resnet50
dis: 3.024, predict: 8, model: resnet50
dis: 5.599, predict: 2, model: resnet152
dis: 2.070, predict: 3, model: resnet152
dis: 1.999, predict: 3, model: resnet50
dis: 9.178, predict: 0, model: resnet50
dis: 5.374, predict: 5, model: resnet50
dis: 4.516, predict: 4, model: resnet152
dis: 7.914, predict: 7, model: resnet152
dis: 3.768, predict: 9, model: resnet152
dis: 10.376, predict: 3, model: resnet152
dis: 6.563, predict: 0, model: resnet152
dis: 1.332, predict: 3, model: resnet50
dis: 10.627, predict: 8, model: resnet152
dis: 2.554, predict: 3, model: resnet152
dis: 1.845, predict: 6, model: resnet152
dis: 4.615, predict: 4, model: resnet152
dis: 2.772, predict: 4, model: resnet152
dis: 3.023, predict: 7, model: resnet50
dis: 5.511, predict: 2, model: resnet50
dis: 4.981, predict: 5, model: resnet50
dis: 4.412, predict: 9, model: resnet152
dis: 1.305, predict: 6, model: resnet152
dis: 0.825, predict: 2, model: resnet50
dis: 3.037, predict: 5, model: resnet152
dis: 4.550, predict: 5, model: resnet152
dis: 1.906, predict: 3, model: resnet50
dis: 4.755, predict: 7, model: resnet50
dis: 1.576, predict: 8, model: resnet50
dis: 1.710, predict: 3, model: resnet152
dis: 2.409, predict: 5, model: resnet152
dis: 5.038, predict: 5, model: resnet152
dis: 6.365, predict: 9, model: resnet152
dis: 6.096, predict: 3, model: resnet152
dis: 11.164, predict: 2, model: resnet152
dis: 5.787, predict: 8, model: resnet50
dis: 6.280, predict: 1, model: resnet152
dis: 2.841, predict: 5, model: resnet50
dis: 4.292, predict: 4, model: resnet152
dis: 1.906, predict: 0, model: resnet50
dis: 9.381, predict: 3, model: resnet152
dis: 2.091, predict: 1, model: resnet152
dis: 8.238, predict: 4, model: resnet152
dis: 11.159, predict: 4, model: resnet152
dis: 3.863, predict: 2, model: resnet152
dis: 6.355, predict: 6, model: resnet152
dis: 2.806, predict: 3, model: resnet50
dis: 3.865, predict: 4, model: resnet152
dis: 1.806, predict: 0, model: resnet152
dis: 1.182, predict: 5, model: resnet50
dis: 0.565, predict: 2, model: resnet50
hard voting:97.980, soft voting:97.990
