dis: 2.660, predict: 9, model: efficientnet_b1
dis: 7.283, predict: 2, model: resnet152
dis: 4.637, predict: 2, model: resnet152
dis: 0.158, predict: 8, model: resnet152
dis: 1.849, predict: 8, model: efficientnet_b1
dis: 1.231, predict: 3, model: resnet152
dis: 2.934, predict: 0, model: efficientnet_b1
dis: 2.121, predict: 5, model: efficientnet_b1
dis: 1.283, predict: 5, model: efficientnet_b1
dis: 10.018, predict: 5, model: resnet152
dis: 1.833, predict: 3, model: efficientnet_b1
dis: 3.402, predict: 5, model: resnet152
dis: 1.661, predict: 6, model: resnet152
dis: 5.681, predict: 5, model: resnet152
dis: 1.079, predict: 3, model: resnet152
dis: 2.634, predict: 1, model: resnet152
dis: 4.177, predict: 3, model: efficientnet_b1
dis: 1.996, predict: 3, model: efficientnet_b1
dis: 5.778, predict: 5, model: resnet152
dis: 6.824, predict: 0, model: resnet152
dis: 7.226, predict: 5, model: resnet152
dis: 5.047, predict: 3, model: resnet152
dis: 5.262, predict: 1, model: resnet152
dis: 1.970, predict: 5, model: efficientnet_b1
dis: 4.351, predict: 8, model: resnet152
dis: 5.162, predict: 2, model: efficientnet_b1
dis: 10.123, predict: 1, model: resnet152
dis: 3.158, predict: 4, model: resnet152
dis: 5.749, predict: 2, model: resnet152
dis: 1.045, predict: 5, model: resnet152
dis: 4.285, predict: 1, model: resnet152
dis: 2.574, predict: 5, model: resnet152
dis: 6.835, predict: 1, model: resnet152
dis: 1.589, predict: 9, model: efficientnet_b1
dis: 4.938, predict: 9, model: efficientnet_b1
dis: 4.232, predict: 6, model: resnet152
dis: 3.539, predict: 7, model: efficientnet_b1
dis: 1.154, predict: 5, model: resnet152
dis: 5.583, predict: 0, model: resnet152
dis: 0.913, predict: 5, model: efficientnet_b1
dis: 1.380, predict: 4, model: efficientnet_b1
dis: 2.086, predict: 7, model: efficientnet_b1
dis: 5.496, predict: 2, model: efficientnet_b1
dis: 13.282, predict: 3, model: resnet152
dis: 5.438, predict: 4, model: resnet152
dis: 11.126, predict: 7, model: resnet152
dis: 3.087, predict: 1, model: resnet152
dis: 1.257, predict: 3, model: resnet152
dis: 5.462, predict: 8, model: resnet152
dis: 0.939, predict: 5, model: resnet152
dis: 4.546, predict: 3, model: resnet152
dis: 4.689, predict: 3, model: resnet152
dis: 7.118, predict: 5, model: resnet152
dis: 5.998, predict: 3, model: resnet152
dis: 1.625, predict: 8, model: efficientnet_b1
dis: 1.665, predict: 1, model: efficientnet_b1
dis: 5.216, predict: 3, model: resnet152
dis: 3.064, predict: 3, model: efficientnet_b1
dis: 2.751, predict: 0, model: efficientnet_b1
dis: 0.768, predict: 5, model: efficientnet_b1
dis: 1.958, predict: 5, model: efficientnet_b1
dis: 9.544, predict: 7, model: resnet152
dis: 2.833, predict: 5, model: resnet152
dis: 6.294, predict: 3, model: resnet152
dis: 5.832, predict: 2, model: resnet152
dis: 4.621, predict: 3, model: efficientnet_b1
dis: 3.384, predict: 3, model: efficientnet_b1
dis: 8.237, predict: 9, model: resnet152
dis: 3.832, predict: 8, model: efficientnet_b1
dis: 5.599, predict: 2, model: resnet152
dis: 5.118, predict: 6, model: resnet152
dis: 6.552, predict: 2, model: resnet152
dis: 1.327, predict: 3, model: efficientnet_b1
dis: 8.148, predict: 0, model: efficientnet_b1
dis: 4.064, predict: 2, model: resnet152
dis: 8.428, predict: 6, model: resnet152
dis: 4.516, predict: 4, model: resnet152
dis: 7.914, predict: 7, model: resnet152
dis: 3.472, predict: 6, model: resnet152
dis: 1.206, predict: 2, model: resnet152
dis: 2.554, predict: 3, model: resnet152
dis: 4.654, predict: 0, model: resnet152
dis: 2.448, predict: 0, model: resnet152
dis: 12.210, predict: 0, model: resnet152
dis: 1.103, predict: 7, model: efficientnet_b1
dis: 6.655, predict: 6, model: efficientnet_b1
dis: 2.417, predict: 2, model: efficientnet_b1
dis: 1.868, predict: 5, model: efficientnet_b1
dis: 2.913, predict: 3, model: resnet152
dis: 3.302, predict: 5, model: resnet152
dis: 6.638, predict: 2, model: resnet152
dis: 3.037, predict: 5, model: resnet152
dis: 4.550, predict: 5, model: resnet152
dis: 8.979, predict: 8, model: resnet152
dis: 7.345, predict: 5, model: resnet152
dis: 2.060, predict: 7, model: efficientnet_b1
dis: 1.102, predict: 1, model: resnet152
dis: 5.038, predict: 5, model: resnet152
dis: 0.950, predict: 3, model: efficientnet_b1
dis: 7.593, predict: 2, model: resnet152
dis: 0.590, predict: 0, model: resnet152
dis: 3.293, predict: 8, model: efficientnet_b1
dis: 3.463, predict: 5, model: efficientnet_b1
dis: 2.049, predict: 7, model: resnet152
dis: 1.762, predict: 0, model: efficientnet_b1
dis: 2.663, predict: 9, model: efficientnet_b1
dis: 6.065, predict: 3, model: resnet152
dis: 3.863, predict: 2, model: resnet152
dis: 5.364, predict: 9, model: resnet152
dis: 3.865, predict: 4, model: resnet152
dis: 1.806, predict: 0, model: resnet152
dis: 2.617, predict: 2, model: efficientnet_b1
hard voting:98.040, soft voting:98.090
