dis: 5.077, predict: 3, model: resnet101
dis: 2.355, predict: 3, model: efficientnet_b3
dis: 4.712, predict: 5, model: resnet101
dis: 4.444, predict: 5, model: efficientnet_b3
dis: 1.671, predict: 3, model: efficientnet_b3
dis: 4.226, predict: 3, model: efficientnet_b3
dis: 4.809, predict: 8, model: efficientnet_b3
dis: 3.984, predict: 1, model: efficientnet_b3
dis: 5.844, predict: 3, model: resnet101
dis: 1.059, predict: 4, model: resnet101
dis: 1.769, predict: 9, model: resnet101
dis: 7.120, predict: 3, model: resnet101
dis: 3.954, predict: 5, model: efficientnet_b3
dis: 0.957, predict: 3, model: resnet101
dis: 6.738, predict: 3, model: resnet101
dis: 3.087, predict: 3, model: efficientnet_b3
dis: 5.079, predict: 5, model: resnet101
dis: 4.397, predict: 3, model: resnet101
dis: 6.190, predict: 3, model: resnet101
dis: 3.318, predict: 3, model: resnet101
dis: 5.017, predict: 5, model: resnet101
dis: 3.325, predict: 0, model: resnet101
dis: 2.465, predict: 2, model: resnet101
dis: 8.211, predict: 0, model: resnet101
dis: 3.277, predict: 3, model: resnet101
dis: 2.833, predict: 4, model: efficientnet_b3
dis: 2.777, predict: 3, model: efficientnet_b3
dis: 10.325, predict: 2, model: resnet101
dis: 3.374, predict: 5, model: efficientnet_b3
dis: 1.943, predict: 2, model: resnet101
dis: 1.668, predict: 2, model: efficientnet_b3
dis: 0.946, predict: 9, model: resnet101
dis: 1.447, predict: 9, model: efficientnet_b3
dis: 6.519, predict: 3, model: resnet101
dis: 2.632, predict: 8, model: efficientnet_b3
dis: 6.808, predict: 3, model: resnet101
dis: 3.963, predict: 5, model: resnet101
dis: 0.738, predict: 1, model: resnet101
dis: 2.044, predict: 1, model: resnet101
dis: 1.213, predict: 3, model: resnet101
dis: 7.790, predict: 5, model: efficientnet_b3
dis: 5.880, predict: 7, model: efficientnet_b3
dis: 5.466, predict: 0, model: resnet101
dis: 3.532, predict: 5, model: efficientnet_b3
dis: 3.140, predict: 5, model: resnet101
dis: 2.989, predict: 5, model: resnet101
dis: 1.918, predict: 5, model: efficientnet_b3
dis: 5.967, predict: 9, model: efficientnet_b3
dis: 8.866, predict: 8, model: resnet101
dis: 0.377, predict: 4, model: efficientnet_b3
dis: 1.717, predict: 2, model: efficientnet_b3
dis: 1.316, predict: 2, model: efficientnet_b3
dis: 2.784, predict: 1, model: efficientnet_b3
dis: 2.215, predict: 9, model: efficientnet_b3
dis: 2.423, predict: 2, model: resnet101
dis: 3.637, predict: 1, model: efficientnet_b3
dis: 6.705, predict: 6, model: efficientnet_b3
dis: 3.914, predict: 3, model: efficientnet_b3
dis: 3.113, predict: 8, model: resnet101
dis: 5.838, predict: 5, model: efficientnet_b3
dis: 4.292, predict: 0, model: efficientnet_b3
dis: 2.214, predict: 3, model: efficientnet_b3
dis: 7.135, predict: 3, model: efficientnet_b3
dis: 6.629, predict: 3, model: efficientnet_b3
dis: 2.434, predict: 5, model: resnet101
dis: 7.371, predict: 5, model: efficientnet_b3
dis: 1.755, predict: 9, model: efficientnet_b3
dis: 1.949, predict: 3, model: resnet101
dis: 5.587, predict: 3, model: efficientnet_b3
dis: 3.007, predict: 1, model: efficientnet_b3
dis: 4.257, predict: 3, model: efficientnet_b3
dis: 7.337, predict: 5, model: efficientnet_b3
dis: 0.296, predict: 4, model: resnet101
dis: 2.546, predict: 7, model: resnet101
dis: 3.041, predict: 2, model: resnet101
dis: 3.611, predict: 5, model: resnet101
dis: 0.859, predict: 5, model: resnet101
dis: 3.038, predict: 8, model: efficientnet_b3
dis: 2.606, predict: 2, model: resnet101
dis: 6.000, predict: 3, model: resnet101
dis: 4.749, predict: 5, model: efficientnet_b3
dis: 1.056, predict: 5, model: efficientnet_b3
dis: 6.247, predict: 5, model: efficientnet_b3
dis: 1.356, predict: 0, model: resnet101
dis: 0.842, predict: 3, model: resnet101
dis: 6.160, predict: 2, model: resnet101
dis: 1.032, predict: 1, model: resnet101
dis: 4.207, predict: 0, model: efficientnet_b3
dis: 6.632, predict: 6, model: efficientnet_b3
dis: 1.431, predict: 0, model: resnet101
dis: 8.487, predict: 0, model: resnet101
dis: 6.859, predict: 4, model: efficientnet_b3
dis: 2.277, predict: 4, model: efficientnet_b3
dis: 2.975, predict: 4, model: resnet101
dis: 1.977, predict: 6, model: efficientnet_b3
dis: 6.228, predict: 2, model: resnet101
dis: 2.456, predict: 6, model: resnet101
dis: 1.361, predict: 3, model: resnet101
dis: 5.230, predict: 8, model: resnet101
dis: 6.541, predict: 5, model: resnet101
dis: 6.274, predict: 7, model: efficientnet_b3
dis: 7.109, predict: 7, model: efficientnet_b3
dis: 7.085, predict: 3, model: resnet101
dis: 6.266, predict: 5, model: resnet101
dis: 4.044, predict: 8, model: resnet101
dis: 8.187, predict: 4, model: resnet101
dis: 1.039, predict: 3, model: resnet101
dis: 8.849, predict: 5, model: efficientnet_b3
dis: 7.854, predict: 8, model: efficientnet_b3
dis: 3.664, predict: 9, model: resnet101
dis: 1.937, predict: 3, model: resnet101
dis: 2.339, predict: 9, model: resnet101
dis: 4.719, predict: 5, model: efficientnet_b3
dis: 4.397, predict: 3, model: resnet101
dis: 2.166, predict: 7, model: efficientnet_b3
dis: 1.175, predict: 8, model: efficientnet_b3
dis: 1.693, predict: 3, model: resnet101
dis: 1.776, predict: 1, model: efficientnet_b3
dis: 2.741, predict: 3, model: efficientnet_b3
dis: 3.507, predict: 2, model: resnet101
dis: 3.076, predict: 3, model: resnet101
dis: 4.054, predict: 1, model: resnet101
dis: 2.921, predict: 4, model: efficientnet_b3
dis: 1.556, predict: 0, model: resnet101
dis: 7.750, predict: 8, model: efficientnet_b3
dis: 4.238, predict: 5, model: efficientnet_b3
hard voting:97.990, soft voting:98.080
