dis: 3.302, predict: 7, model: efficientnet_b3
dis: 2.092, predict: 3, model: efficientnet_b1
dis: 10.182, predict: 5, model: efficientnet_b3
dis: 3.275, predict: 1, model: efficientnet_b1
dis: 3.833, predict: 4, model: efficientnet_b1
dis: 0.533, predict: 4, model: efficientnet_b3
dis: 1.704, predict: 1, model: efficientnet_b1
dis: 1.689, predict: 3, model: efficientnet_b3
dis: 6.299, predict: 2, model: efficientnet_b3
dis: 3.155, predict: 0, model: efficientnet_b1
dis: 3.399, predict: 2, model: efficientnet_b1
dis: 2.449, predict: 5, model: efficientnet_b3
dis: 8.890, predict: 3, model: efficientnet_b3
dis: 5.013, predict: 0, model: efficientnet_b1
dis: 3.544, predict: 3, model: efficientnet_b3
dis: 1.541, predict: 9, model: efficientnet_b3
dis: 3.734, predict: 8, model: efficientnet_b3
dis: 3.596, predict: 3, model: efficientnet_b3
dis: 1.926, predict: 1, model: efficientnet_b1
dis: 0.808, predict: 5, model: efficientnet_b1
dis: 1.156, predict: 1, model: efficientnet_b1
dis: 0.772, predict: 3, model: efficientnet_b1
dis: 7.270, predict: 5, model: efficientnet_b3
dis: 4.406, predict: 3, model: efficientnet_b3
dis: 2.992, predict: 5, model: efficientnet_b3
dis: 3.897, predict: 2, model: efficientnet_b3
dis: 3.561, predict: 4, model: efficientnet_b3
dis: 0.618, predict: 8, model: efficientnet_b3
dis: 0.290, predict: 2, model: efficientnet_b3
dis: 2.975, predict: 8, model: efficientnet_b3
dis: 5.822, predict: 3, model: efficientnet_b3
dis: 5.496, predict: 9, model: efficientnet_b1
dis: 0.798, predict: 5, model: efficientnet_b3
dis: 3.595, predict: 3, model: efficientnet_b1
dis: 1.981, predict: 3, model: efficientnet_b3
dis: 4.409, predict: 2, model: efficientnet_b3
dis: 2.212, predict: 5, model: efficientnet_b3
dis: 0.301, predict: 8, model: efficientnet_b1
dis: 4.161, predict: 2, model: efficientnet_b3
dis: 8.734, predict: 5, model: efficientnet_b3
dis: 2.199, predict: 3, model: efficientnet_b3
dis: 5.435, predict: 6, model: efficientnet_b3
dis: 9.913, predict: 0, model: efficientnet_b3
dis: 4.714, predict: 6, model: efficientnet_b3
dis: 4.225, predict: 7, model: efficientnet_b3
dis: 1.680, predict: 3, model: efficientnet_b1
dis: 4.762, predict: 4, model: efficientnet_b1
dis: 1.560, predict: 5, model: efficientnet_b3
dis: 3.252, predict: 9, model: efficientnet_b3
dis: 0.857, predict: 5, model: efficientnet_b3
dis: 6.150, predict: 6, model: efficientnet_b3
dis: 1.418, predict: 3, model: efficientnet_b1
dis: 1.111, predict: 7, model: efficientnet_b1
dis: 4.316, predict: 3, model: efficientnet_b3
dis: 4.859, predict: 5, model: efficientnet_b1
dis: 1.868, predict: 3, model: efficientnet_b3
dis: 8.408, predict: 7, model: efficientnet_b3
dis: 3.056, predict: 8, model: efficientnet_b3
dis: 3.472, predict: 4, model: efficientnet_b1
dis: 1.195, predict: 3, model: efficientnet_b1
dis: 1.212, predict: 4, model: efficientnet_b1
dis: 3.060, predict: 0, model: efficientnet_b3
dis: 2.095, predict: 2, model: efficientnet_b1
dis: 0.822, predict: 1, model: efficientnet_b1
dis: 8.098, predict: 3, model: efficientnet_b3
dis: 3.496, predict: 9, model: efficientnet_b3
dis: 4.168, predict: 6, model: efficientnet_b3
dis: 3.758, predict: 3, model: efficientnet_b1
dis: 1.702, predict: 4, model: efficientnet_b1
dis: 3.124, predict: 4, model: efficientnet_b3
dis: 0.589, predict: 4, model: efficientnet_b1
dis: 6.333, predict: 9, model: efficientnet_b3
dis: 7.106, predict: 3, model: efficientnet_b3
dis: 2.245, predict: 1, model: efficientnet_b1
dis: 2.111, predict: 9, model: efficientnet_b3
dis: 3.697, predict: 3, model: efficientnet_b3
dis: 0.744, predict: 7, model: efficientnet_b1
dis: 7.702, predict: 4, model: efficientnet_b3
dis: 3.928, predict: 9, model: efficientnet_b1
dis: 5.589, predict: 3, model: efficientnet_b3
dis: 3.663, predict: 5, model: efficientnet_b3
dis: 6.469, predict: 3, model: efficientnet_b3
dis: 4.690, predict: 0, model: efficientnet_b3
dis: 4.216, predict: 0, model: efficientnet_b3
dis: 1.670, predict: 6, model: efficientnet_b3
dis: 3.925, predict: 3, model: efficientnet_b3
dis: 4.224, predict: 5, model: efficientnet_b1
dis: 2.997, predict: 4, model: efficientnet_b3
dis: 2.937, predict: 2, model: efficientnet_b1
dis: 3.302, predict: 1, model: efficientnet_b1
dis: 2.033, predict: 1, model: efficientnet_b3
dis: 8.629, predict: 3, model: efficientnet_b3
dis: 1.826, predict: 7, model: efficientnet_b1
dis: 3.984, predict: 1, model: efficientnet_b3
dis: 3.532, predict: 3, model: efficientnet_b1
dis: 2.747, predict: 4, model: efficientnet_b1
dis: 1.856, predict: 9, model: efficientnet_b3
dis: 3.359, predict: 9, model: efficientnet_b1
dis: 1.816, predict: 8, model: efficientnet_b1
dis: 3.416, predict: 3, model: efficientnet_b3
dis: 3.954, predict: 5, model: efficientnet_b3
dis: 4.059, predict: 5, model: efficientnet_b1
dis: 0.711, predict: 6, model: efficientnet_b1
dis: 1.487, predict: 4, model: efficientnet_b3
dis: 1.092, predict: 9, model: efficientnet_b1
dis: 2.782, predict: 1, model: efficientnet_b3
dis: 1.164, predict: 3, model: efficientnet_b1
dis: 2.499, predict: 3, model: efficientnet_b1
dis: 1.490, predict: 3, model: efficientnet_b1
dis: 2.232, predict: 3, model: efficientnet_b3
dis: 3.676, predict: 7, model: efficientnet_b3
dis: 7.857, predict: 2, model: efficientnet_b3
dis: 3.870, predict: 8, model: efficientnet_b3
dis: 4.963, predict: 3, model: efficientnet_b1
dis: 2.934, predict: 0, model: efficientnet_b1
dis: 3.757, predict: 2, model: efficientnet_b1
dis: 2.651, predict: 2, model: efficientnet_b3
dis: 4.036, predict: 5, model: efficientnet_b3
dis: 3.518, predict: 4, model: efficientnet_b3
dis: 1.222, predict: 5, model: efficientnet_b3
dis: 1.251, predict: 3, model: efficientnet_b1
dis: 5.065, predict: 5, model: efficientnet_b3
dis: 4.138, predict: 3, model: efficientnet_b3
dis: 1.668, predict: 2, model: efficientnet_b3
dis: 0.781, predict: 1, model: efficientnet_b3
dis: 1.884, predict: 0, model: efficientnet_b3
dis: 5.633, predict: 3, model: efficientnet_b3
dis: 2.308, predict: 3, model: efficientnet_b1
dis: 0.561, predict: 3, model: efficientnet_b1
dis: 6.391, predict: 0, model: efficientnet_b3
dis: 0.907, predict: 3, model: efficientnet_b1
dis: 3.170, predict: 3, model: efficientnet_b3
dis: 1.126, predict: 1, model: efficientnet_b1
dis: 2.550, predict: 8, model: efficientnet_b3
dis: 1.890, predict: 3, model: efficientnet_b3
dis: 7.790, predict: 5, model: efficientnet_b3
dis: 4.410, predict: 1, model: efficientnet_b3
dis: 6.747, predict: 1, model: efficientnet_b3
dis: 6.951, predict: 4, model: efficientnet_b3
dis: 0.769, predict: 2, model: efficientnet_b3
dis: 0.615, predict: 1, model: efficientnet_b3
dis: 3.532, predict: 5, model: efficientnet_b3
dis: 5.587, predict: 1, model: efficientnet_b3
dis: 3.556, predict: 5, model: efficientnet_b1
dis: 0.866, predict: 3, model: efficientnet_b3
dis: 3.539, predict: 7, model: efficientnet_b1
dis: 1.918, predict: 5, model: efficientnet_b3
dis: 10.272, predict: 0, model: efficientnet_b3
dis: 2.434, predict: 3, model: efficientnet_b3
dis: 3.108, predict: 8, model: efficientnet_b1
dis: 2.086, predict: 7, model: efficientnet_b1
dis: 6.722, predict: 3, model: efficientnet_b3
dis: 9.825, predict: 7, model: efficientnet_b3
dis: 3.637, predict: 1, model: efficientnet_b3
dis: 3.914, predict: 3, model: efficientnet_b3
dis: 2.835, predict: 3, model: efficientnet_b3
dis: 4.292, predict: 0, model: efficientnet_b3
dis: 2.214, predict: 3, model: efficientnet_b3
dis: 7.135, predict: 3, model: efficientnet_b3
dis: 7.371, predict: 5, model: efficientnet_b3
dis: 1.755, predict: 9, model: efficientnet_b3
dis: 2.910, predict: 3, model: efficientnet_b3
dis: 4.257, predict: 3, model: efficientnet_b3
dis: 2.391, predict: 5, model: efficientnet_b1
dis: 1.360, predict: 2, model: efficientnet_b3
dis: 1.098, predict: 3, model: efficientnet_b1
dis: 2.622, predict: 3, model: efficientnet_b3
dis: 6.279, predict: 9, model: efficientnet_b3
dis: 1.006, predict: 5, model: efficientnet_b3
dis: 2.238, predict: 2, model: efficientnet_b3
dis: 1.617, predict: 6, model: efficientnet_b3
dis: 4.209, predict: 2, model: efficientnet_b3
dis: 2.922, predict: 2, model: efficientnet_b1
dis: 2.408, predict: 5, model: efficientnet_b3
dis: 5.270, predict: 2, model: efficientnet_b3
dis: 5.730, predict: 6, model: efficientnet_b3
dis: 4.069, predict: 4, model: efficientnet_b1
dis: 4.138, predict: 3, model: efficientnet_b1
dis: 5.097, predict: 4, model: efficientnet_b3
dis: 4.659, predict: 6, model: efficientnet_b3
dis: 0.653, predict: 7, model: efficientnet_b3
dis: 4.566, predict: 2, model: efficientnet_b1
dis: 1.710, predict: 1, model: efficientnet_b1
dis: 4.207, predict: 0, model: efficientnet_b3
dis: 2.553, predict: 0, model: efficientnet_b3
dis: 2.053, predict: 0, model: efficientnet_b1
dis: 2.417, predict: 2, model: efficientnet_b1
dis: 1.868, predict: 5, model: efficientnet_b1
dis: 0.299, predict: 6, model: efficientnet_b1
dis: 2.953, predict: 3, model: efficientnet_b3
dis: 2.397, predict: 5, model: efficientnet_b3
dis: 4.222, predict: 2, model: efficientnet_b3
dis: 2.365, predict: 7, model: efficientnet_b1
dis: 0.850, predict: 3, model: efficientnet_b1
dis: 2.390, predict: 7, model: efficientnet_b1
dis: 5.405, predict: 3, model: efficientnet_b1
dis: 5.747, predict: 5, model: efficientnet_b1
dis: 3.847, predict: 8, model: efficientnet_b1
dis: 5.742, predict: 4, model: efficientnet_b1
dis: 0.969, predict: 5, model: efficientnet_b3
dis: 5.042, predict: 2, model: efficientnet_b3
dis: 8.849, predict: 5, model: efficientnet_b3
dis: 2.398, predict: 0, model: efficientnet_b3
dis: 1.338, predict: 3, model: efficientnet_b1
dis: 1.218, predict: 3, model: efficientnet_b1
dis: 2.166, predict: 7, model: efficientnet_b3
dis: 1.762, predict: 0, model: efficientnet_b1
dis: 2.044, predict: 3, model: efficientnet_b1
dis: 2.663, predict: 9, model: efficientnet_b1
dis: 1.900, predict: 4, model: efficientnet_b1
dis: 0.707, predict: 8, model: efficientnet_b3
dis: 4.523, predict: 9, model: efficientnet_b3
dis: 1.652, predict: 1, model: efficientnet_b1
dis: 2.921, predict: 4, model: efficientnet_b3
dis: 0.448, predict: 8, model: efficientnet_b1
dis: 2.235, predict: 4, model: efficientnet_b3
hard voting:97.600, soft voting:97.700
